,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
174,"Gödel, Escher, Bach: An Eternal Golden Braid",4.29,47351,2095,3.0,English,756 pages,Paperback,Published 1999 by Basic Books (first published April 1979),Science,Douglas R. Hofstadter
175,Drawn Together,4.42,5420,1119,3.0,English,34 pages,Hardcover,"Published June 5th 2018 by Little, Brown Books for Young Readers",Childrens,Minh Lê
176,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15,203782,8385,4.0,English,178 pages,Paperback,Published June 2nd 2003 by Walker Books Ltd (first published 1967),Fiction,E.L. Konigsburg
177,The Man Who Made Vermeers: Unvarnishing the Legend of Master Forger Han van Meegeren,3.77,8488,119,2.0,English,340 pages,Hardcover,"Published September 8th 2008 by Harcourt, Inc. (first published July 28th 2008)",Art,Jonathan Lopez
178,The Doré Illustrations for Dante's Divine Comedy,4.30,4129,78,,English,144 pages,Paperback,Published June 1st 1976 by Dover Publications,Art,Gustave Doré
179,The Moon and Sixpence,4.13,22260,1566,,English,192 pages,Paperback,Published August 1st 2005 by Aegypan (first published April 15th 1919),Fiction,W. Somerset Maugham
180,"Egon Schiele, 1890-1918: The Midnight Soul of the Artist",4.26,5239,27,,English,96 pages,Paperback,Published May 17th 2000 by Taschen (first published February 1st 1994),Art,Reinhard Steiner
181,Life with Picasso,4.09,3682,295,,English,358 pages,Paperback,Published 1990 by Virago (London) (first published January 1st 1964),Art,Françoise Gilot
182,Painting and Experience in Fifteenth-Century Italy: A Primer in the Social History of Pictorial Style,3.96,2867,63,,English,192 pages,Paperback,Published July 28th 1988 by Oxford University Press (first published 1972),Art,Michael Baxandall
183,The Iridescence of Birds: A Book About Henri Matisse,4.06,1790,276,,English,40 pages,Hardcover,Published October 14th 2014 by Roaring Brook Press,Childrens,Patricia MacLachlan
184,"Women, Art, and Society",3.96,2546,36,,English,512 pages,Paperback,Published March 26th 2007 by Thames Hudson (first published March 1st 1990),Art,Whitney Chadwick
185,"Leonora Carrington: Surrealism, Alchemy and Art",4.35,917,47,,English,160 pages,Hardcover,Published October 15th 2004 by Ben Uri Gallery & Museum (first published 2004),Art,Susan L. Aberth
186,Hopper,4.10,3710,51,,English,96 pages,Paperback,Published May 26th 2000 by Benedikt Taschen Verlag GmbH (first published 1990),Art,Rolf Günter Renner
187,How to Draw Comics the Marvel Way,4.02,7703,137,,English,192 pages,Paperback,Published September 14th 1984 by Atria Books (first published December 1st 1977),Art,Stan Lee
188,The Gift,3.95,2797,421,,English,327 pages,Paperback,Published February 12th 1983 by Vintage Books USA (first published 1979),Nonfiction,Lewis Hyde
189,I Ain't Gonna Paint No More!,4.27,11688,977,2.0,English,32 pages,Hardcover,Published April 1st 2005 by Harcourt,Childrens,Karen Beaumont
190,But is It Art?: An Introduction to Art Theory,3.73,2046,110,,English,256 pages,Paperback,"Published April 4th 2002 by Oxford University Press, USA (first published January 1st 2001)",Art,Cynthia A. Freeland
191,Wreck This Journal,4.13,15338,903,,English,192 pages,Paperback,Published June 5th 2007 by Perigee Trade,Nonfiction,Keri Smith
192,The Painted Girls,3.61,34982,3258,1.0,English,357 pages,Hardcover,Published January 10th 2013 by Riverhead books/Penguin USA (first published December 18th 2012),Historical,Cathy Marie Buchanan
193,Mad Enchantment: Claude Monet and the Painting of the Water Lilies,4.02,1589,273,5.0,English,416 pages,Hardcover,Published September 6th 2016 by Bloomsbury USA,Art,Ross King
194,How to Draw What You See,4.09,2899,29,,English,178 pages,Paperback,Published September 1st 1996 by Watson-Guptill (first published January 1st 1972),Art,Rudy De Reyna
195,Monet,4.36,1797,44,,,96 pages,Paperback,Published September 24th 1996 by Benedikt Taschen Verlag (first published September 1st 1993),Art,Christoph Heinrich
196,Leonardo and the Last Supper,3.91,2663,283,2.0,English,336 pages,Hardcover,Published September 25th 2012 by Bond Street Books (first published August 1st 2012),History,Ross King
197,Goya,4.09,7581,86,,English,448 pages,Paperback,Published November 7th 2006 by Knopf Publishing Group (first published October 9th 2003),Art,Robert Hughes
198,Luncheon of the Boating Party,3.71,7851,1041,,English,434 pages,Hardcover,Published June 5th 2007 by Viking Books (first published 2007),Historical,Susan Vreeland
199,Lady Cottington's Pressed Fairy Book,4.03,16958,261,,English,64 pages,Hardcover,Published October 13th 1994 by Pavilion (first published 1994),Fantasy,Terry Jones
200,Vitamin D: New Perspectives in Drawing,3.96,5496,41,,English,352 pages,Hardcover,Published December 1st 2005 by Phaidon Press,Art,Emma Dexter
201,A History of the World in 100 Objects,4.20,8377,842,,English,707 pages,Hardcover,Published October 25th 2010 by Allen Lane (first published 2010),History,Neil MacGregor
202,Drawing Lab for Mixed-Media Artists: 52 Creative Exercises to Make Drawing Fun,4.04,7448,71,,English,144 pages,Paperback,Published July 1st 2010 by Quarry Books,Art,Carla Sonheim
203,Grapefruit: A Book of Instructions and Drawings,4.22,2338,210,,,320 pages,Hardcover,Published October 10th 2000 by Simon Schuster,Art,Yoko Ono
204,Syllabus: Notes from an Accidental Professor,4.38,2896,435,,English,200 pages,Paperback,Published October 21st 2014 by Drawn and Quarterly,Nonfiction,Lynda Barry
205,Diane Arbus: Monograph,4.02,17640,83,,English,182 pages,Paperback,Published June 15th 2005 by Aperture (first published January 1st 1972),Art,Diane Arbus
206,Manifestoes of Surrealism,3.88,2573,125,,English,320 pages,Paperback,Published April 18th 1969 by University of Michigan Press (first published 1924),Art,André Breton
207,Keeping an Eye Open: Essays on Art,3.98,1043,148,,English,276 pages,Paperback,Published May 7th 2015 by Jonathan Cape (first published 2011),Art,Julian Barnes
208,"The Rescue Artist: A True Story of Art, Thieves, and the Hunt for a Missing Masterpiece",3.78,2932,299,1.0,English,270 pages,Hardcover,Published June 28th 2005 by Harper,Nonfiction,Edward Dolnick
209,My Name Is Red,3.86,52997,4806,6.0,English,417 pages,Paperback,Published August 27th 2002 by Vintage (first published 1998),Fiction,Orhan Pamuk
210,Illuminations: Essays and Reflections,4.30,11149,291,,English,288 pages,Paperback,Published January 13th 1969 by Schocken (first published 1955),Philosophy,Walter Benjamin
211,Strapless: John Singer Sargent and the Fall of Madame X,3.92,4915,465,,English,262 pages,Paperback,Published May 3rd 2004 by Tarcherperigee (first published 2003),Art,Deborah Davis
212,Drawing Dynamic Hands,4.08,8596,20,,English,144 pages,Paperback,Published April 1st 1988 by Watson-Guptill (first published 1977),Art,Burne Hogarth
213,Une Semaine de Bonté,4.20,2721,93,,English,224 pages,Paperback,Published June 1st 1976 by Dover Publications (first published 1934),Art,Max Ernst
214,Sexual Personae: Art and Decadence from Nefertiti to Emily Dickinson,3.98,2977,283,1.0,English,736 pages,Paperback,Published September 10th 2001 by Yale University Press (first published 1990),Nonfiction,Camille Paglia
215,Color: A Course in Mastering the Art of Mixing Colors,4.01,2219,67,,English,224 pages,Paperback,Published September 23rd 2004 by TarcherPerigee,Art,Betty Edwards
216,Comics and Sequential Art,4.11,6056,138,,English,163 pages,Paperback,Published September 28th 2001 by Poorhouse Press (first published November 1st 1985),Sequential Art,Will Eisner
217,"Art Since 1900: Modernism, Antimodernism, Postmodernism",4.27,586,24,,English,704 pages,Hardcover,Published March 15th 2005 by Thames & Hudson (first published March 1st 2005),Art,Hal Foster
218,Civilisation,4.26,1610,130,,English,360 pages,Paperback,Published 1980 by BBC Books / John Murray (first published 1969),History,Kenneth Clark
219,Blue: The History of a Color,3.98,1363,110,,English,216 pages,Hardcover,Published October 1st 2001 by Princeton University Press (first published 2000),Art,Michel Pastoureau
220,The Art of Looking Sideways,4.11,6612,113,,,533 pages,Hardcover,Published July 20th 2001 by Phaidon Press (first published July 17th 2001),Design,Alan Fletcher
221,Portraits: John Berger on Artists,4.36,482,41,,English,512 pages,Hardcover,Published October 5th 2015 by Verso (first published October 1st 2015),Art,John Berger
222,Beautiful Oops!,4.56,4090,450,,English,28 pages,Hardcover,Published September 23rd 2010 by Workman Publishing Company (first published September 9th 2010),Childrens,Barney Saltzberg
223,Secret Knowledge: Rediscovering the Lost Techniques of the Old Masters,4.16,2176,103,,English,336 pages,Paperback,Published October 5th 2006 by Avery (first published 2001),Art,David Hockney
224,The Private Lives of the Impressionists,3.96,2611,187,,English,368 pages,Hardcover,Published October 31st 2006 by Harper (first published 2006),Art,Sue Roe
225,"In Montmartre: Picasso, Matisse and the Birth of Modernist Art",3.77,1309,175,1.0,English,384 pages,Hardcover,Published April 21st 2015 by Penguin Press (first published July 31st 2014),Art,Sue Roe
226,"The Art of Rivalry: Four Friendships, Betrayals, and Breakthroughs in Modern Art",3.94,1597,223,,,416 pages,ebook,Published August 16th 2016 by Random House,Art,Sebastian Smee
227,Isms: Understanding Art,3.92,703,50,,English,159 pages,Turtleback,Published November 13th 2004 by Universe Publishing(NY) (first published 2004),Art,Stephen Little
228,The Art of Urban Sketching: Drawing On Location Around The World,4.25,1863,70,,English,320 pages,Paperback,Published February 1st 2012 by Quarry Books (first published January 1st 2012),Art,Gabriel Campanario
229,How to Be an Explorer of the World: Portable Life Museum,4.10,9941,271,,,208 pages,Paperback,Published October 7th 2008 by Penguin Books,Nonfiction,Keri Smith
230,What Great Paintings Say,4.43,367,32,,English,720 pages,Hardcover,Published September 9th 2007 by Taschen (first published 2000),Art,Rose-Marie Hagen
231,The Architecture of Happiness,3.86,12142,1002,,English,280 pages,Hardcover,Published October 3rd 2006 by Pantheon Books (first published 2006),Architecture,Alain de Botton
232,How to Be an Artist,3.97,2283,260,,,144 pages,Hardcover,Published March 17th 2020 by Riverhead Books,Art,Jerry Saltz
233,Linnea in Monet's Garden,4.17,3375,212,2.0,English,52 pages,Hardcover,Published October 1st 1987 by R & S Books (first published 1985),Art,Christina Björk
234,Fun with a Pencil,4.12,2314,52,,English,121 pages,Paperback,Published May 8th 1939 by Viking Books,Art,Andrew Loomis
235,The Artist's Complete Guide to Figure Drawing: A Contemporary Master Reveals the Secrets of Drawing the Human Form,4.10,9956,28,,English,160 pages,Paperback,Published June 1st 1999 by Watson-Guptill,Art,Anthony Ryder
236,Air Guitar: Essays on Art and Democracy,4.08,2310,148,,,208 pages,Paperback,Published August 2nd 1997 by Art Issues Press,Art,Dave Hickey
237,Rembrandt's Eyes,4.14,2576,67,,English,768 pages,Hardcover,Published October 25th 1999 by Allen Lane,Art,Simon Schama
238,How to Be Both,3.66,22060,2838,7.0,English,376 pages,Kindle Edition,Published September 4th 2014 by Penguin (first published August 28th 2014),Fiction,Ali Smith
239,Dynamic Figure Drawing,4.01,4502,39,,,176 pages,Paperback,Published August 1st 1996 by Watson-Guptill (first published 1970),Art,Burne Hogarth
240,The Secret Life of Salvador Dalí,4.09,2845,180,,English,432 pages,Paperback,Published March 3rd 1993 by Dover Publications (first published 1942),Art,Salvador Dalí
241,,,,,,,,,,,
242,Point and Line to Plane,3.92,1356,63,,English,192 pages,Paperback,Published September 1st 1979 by Dover Publications (first published January 1926),Art,Wassily Kandinsky
243,"The Art Instinct: Beauty, Pleasure, and Human Evolution",3.82,1878,93,,English,278 pages,Hardcover,Published December 23rd 2008 by Bloomsbury Press,Art,Denis Dutton
244,"Art and Physics: Parallel Visions in Space, Time, and Light",4.14,1506,130,,English,480 pages,Paperback,Published January 28th 1993 by Harper Perennial,Art,Leonard Shlain
245,Sculpting in Time,4.51,4990,378,,English,256 pages,Paperback,Published April 1st 1989 by University of Texas Press (first published 1984),Culture,Andrei Tarkovsky
246,Old in Art School: A Memoir of Starting Over,3.49,1783,349,2.0,English,331 pages,Hardcover,Published June 19th 2018 by Counterpoint,Autobiography,Nell Irvin Painter
247,Avatar The Last Airbender: The Art of the Animated Series,4.54,24833,206,,English,184 pages,Hardcover,Published October 20th 2010 by Dark Horse Books (first published June 2010),Art,Michael Dante DiMartino
248,Letters to a Young Poet,4.30,74388,7046,1.0,English,80 pages,Paperback,Published May 8th 2002 by Dover Publications (first published 1929),Poetry,Rainer Maria Rilke
249,Keys to Drawing with Imagination: Strategies and Exercises for Gaining Confidence and Enhancing Your Creativity,4.11,3173,22,,English,192 pages,Hardcover,Published November 27th 2006 by North Light Books (first published November 13th 2006),Art,Bert Dodson
250,"Urban Watercolor Sketching: A Guide to Drawing, Painting, and Storytelling in Color",4.25,1102,125,,,155 pages,Paperback,Published March 25th 2014 by Watson-Guptill (first published January 1st 2014),Art,Felix Scheinberger
251,The Invention of Hugo Cabret,4.22,177284,15845,11.0,English,534 pages,Hardcover,Published March 2007 by Scholastic Press,Historical,Brian Selznick
252,The Art of Discworld,4.35,5085,70,,English,128 pages,Paperback,Published October 17th 2006 by Harper Paperbacks (first published 2004),Fantasy,Terry Pratchett
253,1001 Paintings You Must See Before You Die,4.14,907,56,,English,960 pages,Hardcover,Published March 20th 2007 by Universe (first published 2006),Art,Stephen Farthing
254,Women Who Read Are Dangerous,3.87,1610,252,,English,149 pages,Hardcover,Published September 1st 2008 by Merrell Publishers (first published 2005),Nonfiction,Stefan Bollmann
255,Mix It Up!,4.36,4196,471,1.0,English,32 pages,Hardcover,Published September 16th 2014 by Chronicle Books (first published August 5th 2014),Childrens,Hervé Tullet
256,The Art of Tangled,4.39,6883,150,,English,160 pages,Hardcover,Published November 17th 2010 by Chronicle Books,Art,Jeff Kurtti
257,This Is Not a Pipe,3.85,2763,167,,English,112 pages,Paperback,Published August 16th 1983 by University of California Press (first published January 15th 1968),Philosophy,Michel Foucault
258,Drawing on the Artist Within,4.06,7335,37,,English,256 pages,Paperback,Published April 6th 1987 by Touchstone (first published 1986),Art,Betty Edwards
259,The Art of Amy Brown,4.06,11418,50,,English,160 pages,Paperback,Published January 25th 2010 by Chimera Publishing (first published September 1st 2003),Art,Amy Brown
260,The Book of Mistakes,4.24,4124,757,2.0,English,56 pages,Hardcover,Published April 18th 2017 by Rocky Pond Books,Childrens,Corinna Luyken
261,Art History,4.24,1076,29,,English,1280 pages,Hardcover,Published September 9th 2004 by Discontinued 3PD (first published December 1st 1995),Art,Marilyn Stokstad
262,"1,000 Artist Journal Pages: Personal Pages and Inspirations",4.11,7735,67,,English,320 pages,Paperback,Published July 1st 2008 by Quarry Books (first published January 1st 2008),Art,Dawn DeVries Sokol
263,Harold and the Purple Crayon,4.27,138474,2341,,English,64 pages,Hardcover,Published 1996 by Bloomsbury (first published 1955),Childrens,Crockett Johnson
264,Why Art?,3.89,1868,298,1.0,,200 pages,Paperback,Published February 13th 2018 by Fantagraphics,Sequential Art,Eleanor Davis
265,Sky Color,4.28,2762,376,1.0,English,32 pages,Hardcover,Published August 28th 2012 by Candlewick Press,Childrens,Peter H. Reynolds
266,Drawing from Memory,3.95,48060,442,3.0,English,64 pages,Hardcover,Published September 1st 2011 by Scholastic Press,Art,Allen Say
267,"You Can Draw in 30 Days: The Fun, Easy Way to Learn to Draw in One Month or Less",4.25,1709,152,,English,256 pages,Paperback,Published January 4th 2011 by Da Capo Lifelong Books (first published May 4th 2008),Art,Mark Kistler
268,Unexpected Journeys: The Art and Life of Remedios Varo,4.11,1672,46,,English,286 pages,Hardcover,Published September 1st 1988 by Abbeville Press,Art,Janet A. Kaplan
269,The Complete Woodcuts of Albrecht Dürer,4.20,3736,16,,English,346 pages,Paperback,Published June 1st 1963 by Dover Publications (first published 1936),Art,Albrecht Dürer
270,After the End of Art: Contemporary Art and the Pale of History,4.03,936,35,,English,264 pages,Paperback,Published November 29th 1998 by Princeton University Press (first published 1997),Art,Arthur C. Danto
271,Hieronymus Bosch: Complete Works,4.61,508,40,,English,300 pages,"Over-sized Hardcover - 12"" x 16""",Published January 22nd 2014 by Taschen (first published 2013),Art,Stefan Fischer
272,Amphigorey Also,4.40,4734,127,,English,256 pages,Paperback,Published April 1st 1993 by Mariner Books (first published 1983),Art,Edward Gorey
273,Necronomicon,4.16,3490,43,,English,84 pages,Hardcover,Published January 1st 1993 by Morpheus International (first published 1977),Art,H.R. Giger
274,"The Lives of the Most Excellent Painters, Sculptors, and Architects",3.97,567,53,,,,ebook,Published May 10th 2014 by Modern Library (first published 1568),Art,Giorgio Vasari
275,On Painting,3.90,1175,51,,English,112 pages,Paperback,Published February 28th 1991 by Penguin Classics (first published 1435),Art,Leon Battista Alberti
276,"Masters of Deception: Escher, Dali, and the Artists of Optical Illusion",4.18,1184,42,,English,320 pages,Hardcover,Published September 1st 2004 by Sterling (first published 2004),Art,Al Seckel
277,The Book of Symbols: Reflections on Archetypal Images,4.43,1844,90,,English,807 pages,Hardcover,Published November 25th 2010 by Taschen,Art,Ami Ronnberg
278,Walking on Water: Reflections on Faith and Art,4.23,8770,835,,English,256 pages,Hardcover,Published April 17th 2001 by Waterbrook Press (first published 1980),Nonfiction,Madeleine L'Engle
279,The Nude: A Study in Ideal Form,4.08,549,28,,English,480 pages,Paperback,Published October 21st 1972 by Princeton University Press (first published 1956),Art,Kenneth Clark
280,The Vanishing Velázquez: A 19th-Century Bookseller's Obsession with a Lost Masterpiece,3.80,1563,294,3.0,English,304 pages,Hardcover,Published April 12th 2016 by Scribner (first published January 7th 2016),Art,Laura Cumming
281,Viva Frida,3.82,2999,690,2.0,Multiple languages,32 pages,Hardcover,Published September 2nd 2014 by Roaring Brook Press,Childrens,Yuyi Morales
282,Portrait of an Artist: A Biography of Georgia O'Keeffe,4.13,2197,142,,English,512 pages,Paperback,Published October 1st 1997 by Washington Square Press,Art,Laurie Lisle
283,The Americans,4.18,13080,211,,English,180 pages,Hardcover,Published February 1st 1998 by Scalo Publishers (first published 1958),Art,Robert Frank
284,"Vincent Van Gogh, 1853-1890: Vision and Reality",4.33,1652,67,,English,96 pages,Paperback,Published August 1st 1999 by Taschen (first published 1987),Art,Ingo F. Walther
285,The Renaissance: Studies in Art and Poetry,3.94,1549,83,,English,208 pages,Paperback,Published September 17th 1998 by Oxford University Press (first published 1873),Art,Walter Pater
286,Paintings in Proust: A Visual Companion to 'In Search of Lost Time',4.34,811,69,,English,352 pages,Hardcover,Published October 27th 2008 by Thames & Hudson,Art,Eric Karpeles
287,M: The Man Who Became Caravaggio,3.93,6511,95,2.0,English,570 pages,Paperback,Published February 10th 2001 by Picador USA (first published 1998),Art,Peter Robb
288,Monet: Or the Triumph of Impressionism,4.45,661,34,,English,480 pages,Paperback,Published 2010 by Taschen (first published January 28th 1996),Art,Daniel Wildenstein
289,Find Your Artistic Voice: The Essential Guide to Working Your Creative Magic,4.10,1851,177,,,132 pages,Paperback,Published August 6th 2019 by Chronicle Books,Art,Lisa Congdon
290,"The Short Story of Art: A Pocket Guide to Key Movements, Works, Themes, Techniques (Art History Introduction, A Guide to Art)",4.23,1164,120,,,224 pages,Paperback,Published May 2nd 2017 by Laurence King Publishing (first published May 2017),Art,Susie Hodge
291,Force: Dynamic Life Drawing for Animators,4.28,1871,25,,English,228 pages,Paperback,Published August 1st 2006 by Focal Press,Art,Michael D. Mattesi
292,Tolkien's World: Paintings of Middle-Earth,4.27,6230,54,,English,144 pages,Hardcover,Published 1992 by MJF Books,Fantasy,J.R.R. Tolkien
293,Everyday Matters,4.21,7041,152,,English,128 pages,Paperback,Published January 9th 2007 by Hachette Books (first published 2003),Art,Danny Gregory
294,Thinking with Type,4.10,11742,337,,English,176 pages,Paperback,Published September 9th 2004 by Princeton Architectural Press,Design,Ellen Lupton
295,The Brilliant History of Color in Art,4.19,673,97,,English,120 pages,Hardcover,Published November 1st 2014 by J. Paul Getty Museum,Art,Victoria Finlay
296,My Secret: A PostSecret Book,4.34,6318,297,,English,144 pages,Hardcover,Published October 24th 2006 by William Morrow,Nonfiction,Frank Warren
297,Matisse,4.23,1586,22,,English,96 pages,Paperback,Published May 1st 2000 by Taschen (first published January 1st 1990),Art,Volkmar Essers
298,"After Modern Art, 1945-2000",3.87,1929,22,,English,288 pages,Paperback,Published November 26th 2000 by Oxford University Press (first published September 14th 2000),Art,David Hopkins
299,Diary of a Genius,3.80,3260,222,,English,274 pages,Paperback,Published March 1st 2007 by Solar Books (first published 1964),Art,Salvador Dalí
300,Claude & Camille: A Novel of Monet,3.84,5372,601,,English,338 pages,Hardcover,Published April 6th 2010 by Crown (first published 2010),Historical,Stephanie Cowell
301,Celtic Art: The Methods of Construction,3.98,2801,26,,English,160 pages,Paperback,"Published June 1973 by Dover Publications, Inc. (first published 1951)",Art,George Bain
302,Alchemy & Mysticism,4.27,1827,71,,English,711 pages,Hardcover,Published July 1st 2003 by Taschen (first published January 1st 1996),Art,Alexander Roob
303,The Andy Warhol Diaries,3.92,2826,172,,English,807 pages,Paperback,Published January 1st 1991 by Grand Central Publishing (first published 1989),Art,Andy Warhol
304,Bosch,4.27,2267,24,,English,96 pages,Paperback,Published February 1st 2001 by Taschen (first published 1987),Art,Walter Bosing
305,Why Your Five-Year-Old Could Not Have Done That: Modern Art Explained,3.35,717,99,,English,224 pages,Paperback,Published September 25th 2012 by Prestel Publishing (first published 2012),Art,Susie Hodge
306,Clara and Mr. Tiffany,3.84,51093,2242,,English,401 pages,Hardcover,Published January 11th 2011 by Random House (first published 2010),Historical,Susan Vreeland
307,Graffiti World: Street Art from Five Continents,4.03,10238,67,,English,376 pages,Hardcover,Published October 26th 2004 by Harry N. Abrams (first published October 18th 2004),Art,Nicholas Ganz
308,The Whole Picture: The colonial story of the art in our museums... and why we need to talk about it,4.26,1152,165,,,288 pages,Hardcover,Published April 7th 2020 by Cassell (first published March 19th 2020),Nonfiction,Alice Procter
309,Hold Still: A Memoir with Photographs,4.05,7293,940,2.0,English,482 pages,Hardcover,"Published May 12th 2015 by Little, Brown and Company",Autobiography,Sally Mann
310,Vincent,4.08,3827,587,,Dutch,141 pages,Paperback,Published 2012 by Nijgh & Van Ditmar,Sequential Art,Barbara Stok
311,The Bird King and Other Sketches,4.30,1585,238,1.0,English,130 pages,Hardcover,Published 2010 by Windy Hollow Books,Art,Shaun Tan
312,,,,,,,,,,,
313,"Daily Painting: Paint Small and Often To Become a More Creative, Productive, and Successful Artist",4.24,1311,106,,English,182 pages,Paperback,Published November 4th 2014 by Watson-Guptill,Art,Carol Marine
314,The Complete Illuminated Books,4.38,3149,67,,,480 pages,Paperback,Published April 17th 2001 by Thames & Hudson (first published January 1st 1974),Poetry,William Blake
315,The Blazing World,3.70,7881,1050,4.0,English,368 pages,Hardcover,Published March 11th 2014 by Simon Schuster (first published March 2014),Fiction,Siri Hustvedt
316,The Artist's Complete Guide to Facial Expression,4.01,5790,22,,English,304 pages,Hardcover,Published October 1st 1990 by Watson-Guptill Publications,Art,Gary Faigin
317,Dinotopia: A Land Apart from Time,4.27,12050,480,1.0,English,160 pages,Paperback,Published March 1st 2003 by HarperTrophy (first published 1992),Fantasy,James Gurney
318,You Are Here: Personal Geographies and Other Maps of the Imagination,4.00,2387,110,,English,192 pages,Paperback,Published October 1st 2003 by Princeton Architectural Press,Art,Katharine Harmon
319,"Caravaggio, 1571-1610",4.23,2139,43,,English,96 pages,Paperback,Published August 1st 2000 by Taschen,Art,Gilles Lambert
320,Seeing Is Forgetting the Name of the Thing One Sees: A Life of Contemporary Artist Robert Irwin,4.33,2319,107,,English,215 pages,Paperback,Published March 10th 1982 by University of California Press,Art,Lawrence Weschler
321,"A Life of Picasso, Vol. 1: The Early Years, 1881-1906",4.28,1893,54,1.0,English,548 pages,Paperback,Published April 16th 1996 by Random House (first published February 20th 1991),Art,John Richardson
322,Theories of Modern Art: A Source Book by Artists and Critics,4.02,1692,22,,English,688 pages,Paperback,Published June 15th 1968 by University of California Press,Art,Herschel B. Chipp
323,Amphigorey Too,4.47,4813,123,,English,256 pages,Paperback,Published May 8th 1980 by Tarcherperigee (first published 1975),Art,Edward Gorey
324,The Medium is the Massage,3.97,15651,594,,English,160 pages,Paperback,Published August 1st 2001 by Gingko Press (first published 1967),Nonfiction,Marshall McLuhan
325,Art: The Definitive Visual Guide,4.52,436,25,,,612 pages,Hardcover,Published October 20th 2008 by DK (first published September 23rd 2008),Art,Andrew Graham-Dixon
326,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",3.93,35141,3349,,English,339 pages,Hardcover,Published November 11th 2014 by Grand Central Publishing,Nonfiction,Amanda Palmer
327,Alphonse Mucha,4.27,2208,23,,English,159 pages,Hardcover,Published April 1st 2005 by Frances Lincoln (first published 2000),Art,Sarah Mucha
328,Constructive Anatomy,4.30,968,34,,English,192 pages,Paperback,Published June 1st 1973 by Dover Publications (first published 1920),Art,George B. Bridgman
329,Interviews with Francis Bacon,4.33,950,71,,English,208 pages,Paperback,Published January 17th 1988 by Thames Hudson (first published March 24th 1975),Art,David Sylvester
330,Dada: Art and Anti-Art,4.26,598,40,,English,248 pages,Paperback,Published May 17th 1997 by Thames Hudson (first published 1964),Art,Hans Richter
331,A Lifetime of Secrets: A PostSecret Book,4.44,6264,380,,English,288 pages,Hardcover,Published October 9th 2007 by William Morrow,Nonfiction,Frank Warren
332,Widow Basquiat: A Love Story,4.38,4821,476,,,208 pages,Paperback,Published November 4th 2014 by Broadway Books (first published 2000),Art,Jennifer Clement
333,The Legend of Zelda: Hyrule Historia,4.56,8298,467,,English,274 pages,Hardcover,Published January 16th 2013 by Dark Horse Comics LLC (first published December 21st 2011),Fantasy,Patrick Thorpe
334,Successful Drawing,4.36,1122,19,,English,160 pages,Hardcover,Published January 1st 1951 by Viking Books,Art,Andrew Loomis
335,The Artist's Handbook of Materials and Techniques,4.21,1968,26,,English,784 pages,Hardcover,Published May 31st 1991 by Viking (first published 1940),Art,Ralph Mayer
336,Bright Earth: Art and the Invention of Color,4.05,1155,72,1.0,English,382 pages,Paperback,Published April 15th 2003 by University of Chicago Press (first published 1999),Art,Philip Ball
337,Art & the Bible,4.21,2215,261,,English,64 pages,Paperback,Published May 1st 1973 by InterVarsity Press,Art,Francis A. Schaeffer
338,Blood Water Paint,4.15,8039,1734,5.0,English,298 pages,Hardcover,Published March 6th 2018 by Dutton Books for Young Readers,Historical,Joy McCullough
339,Tales from the Loop,4.36,2770,411,,English,128 pages,Hardcover,Published 2015 by Free League Publishing (first published September 25th 2014),Science Fiction,Simon Stålenhag
340,Ways of Curating,3.98,999,98,,,192 pages,Hardcover,"Published November 4th 2014 by Farrar, Straus and Giroux (first published January 1st 2014)",Art,Hans Ulrich Obrist
341,Alexander McQueen: Savage Beauty,4.56,2707,141,1.0,English,240 pages,Hardcover,Published May 31st 2011 by Metropolitan Museum of Art (first published January 1st 2011),Couture,Andrew Bolton
342,Beauty,3.95,1994,252,,English,223 pages,Hardcover,"Published May 1st 2009 by Oxford University Press, USA (first published 2009)",Philosophy,Roger Scruton
343,Classical Drawing Atelier: A Contemporary Guide to Traditional Studio Practice,4.12,3911,32,,English,160 pages,Hardcover,Published November 1st 2006 by Watson-Guptill (first published October 13th 2006),Art,Juliette Aristides
344,The Guerrilla Girls' Bedside Companion to the History of Western Art,3.96,1691,67,,English,96 pages,Paperback,Published February 1st 1998 by Penguin Books (first published 1998),Art,Guerrilla Girls
345,J W Waterhouse,4.19,1937,17,,English,240 pages,Hardcover,Published October 18th 2002 by Phaidon Press,Art,Peter Trippi
346,Theory of Colours,4.04,943,41,,English,468 pages,Paperback,Published March 15th 1970 by MIT Press (first published 1810),Art,Johann Wolfgang von Goethe
347,The Muralist,3.77,11403,1436,,English,337 pages,Hardcover,Published November 3rd 2015 by Algonquin Books,Historical,B.A. Shapiro
348,Vanished Smile: The Mysterious Theft of Mona Lisa,3.80,3956,355,1.0,English,242 pages,Hardcover,Published April 7th 2009 by Alfred A. Knopf,Nonfiction,R.A. Scotti
349,Glittering Images: A Journey Through Art from Egypt to Star Wars,3.96,866,126,,English,202 pages,Hardcover,Published 2012 by Pantheon,Art,Camille Paglia
350,,,,,,,,,,,
351,Frida Kahlo: The Paintings,4.24,4831,48,,English,272 pages,Paperback,Published June 4th 2002 by Harper Perennial (first published 1991),Art,Hayden Herrera
