,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
3363,The Boy in the Striped Pajamas,4.15,719664,33255,6.0,English,240 pages,Hardcover,Published September 12th 2006 by David Fickling Books (first published 2006),Historical,John Boyne
3364,The Mark of Athena,4.47,539536,21215,2.0,English,586 pages,Hardcover,Published October 2nd 2012 by Disney-Hyperion Books,Fantasy,Rick Riordan
3365,Millions of Cats,4.08,21816,953,2.0,English,32 pages,Paperback,Published October 5th 2006 by Picture Puffin Books (first published 1928),Childrens,Wanda Gág
3366,The View from Saturday,3.76,45315,2322,2.0,English,176 pages,Paperback,Published May 1st 2003 by Aladdin Paperbacks (first published September 1st 1996),Young Adult,E.L. Konigsburg
3367,Anne's House of Dreams,4.16,99532,3496,,English,227 pages,Mass Market Paperback,Published November 1st 1983 by Bantam Books (first published 1917),Classics,L.M. Montgomery
3368,Pat the Bunny,4.07,24402,462,,English,18 pages,Hardcover,Published August 15th 1999 by Golden Books (first published 1940),Childrens,Dorothy Kunhardt
3369,The Fairy-Tale Detectives,4.04,53148,3636,,English,284 pages,Hardcover,Published October 1st 2005 by Amulet Books (first published August 1st 2005),Fantasy,Michael Buckley
3370,All-of-a-Kind Family,4.23,24772,1255,2.0,English,188 pages,Hardcover,Published August 23rd 2005 by Delacorte Press (first published 1951),Historical,Sydney Taylor
3371,Dear Mr. Henshaw,3.77,39573,1841,7.0,English,134 pages,Paperback,Published May 31st 2000 by HarperTrophy (first published August 22nd 1983),Fiction,Beverly Cleary
3372,The Pigeon Finds a Hot Dog!,4.34,28604,984,1.0,English,40 pages,Hardcover,Published May 1st 2004 by Hyperion Books for Children,Childrens,Mo Willems
3373,The Day the Crayons Came Home,4.39,15451,1749,1.0,English,48 pages,Hardcover,Published August 18th 2015 by Philomel Books,Childrens,Drew Daywalt
3374,Frog and Toad All Year,4.35,36317,404,1.0,English,64 pages,Paperback,Published September 5th 1984 by HarperCollins (first published August 25th 1976),Childrens,Arnold Lobel
3375,The Whipping Boy,3.59,26650,1548,4.0,English,90 pages,Paperback,Published April 15th 2003 by Greenwillow Books (first published April 14th 1986),Historical,Sid Fleischman
3376,The Complete Adventures of Curious George,4.23,45060,253,,English,432 pages,Hardcover,Published September 25th 2001 by HMH Books (first published 1969),Childrens,Margret Rey
3377,The Magician's Elephant,3.86,23841,3488,5.0,English,201 pages,Hardcover,Published September 8th 2009 by Candlewick Press,Fantasy,Kate DiCamillo
3378,The Seeing Stone,3.91,41773,1663,,English,114 pages,Hardcover,Published May 1st 2003 by Simon & Schuster Books for Young Readers,Fantasy,Tony DiTerlizzi
3379,Ramona Forever,4.08,33850,596,1.0,English,150 pages,Paperback,Published July 7th 1996 by Avon Books (first published April 28th 1984),Childrens,Beverly Cleary
3380,Emily of New Moon,4.11,47547,2399,,English,339 pages,Mass Market Paperback,Published April 1st 1983 by Dell Laurel-Leaf (first published December 13th 1923),Classics,L.M. Montgomery
3381,The Maze of Bones,3.86,82004,5096,,English,220 pages,Hardcover,"Published September 1st 2008 by Scholastic, Inc.",Mystery,Rick Riordan
3382,Knuffle Bunny Too: A Case of Mistaken Identity,4.27,28390,896,3.0,English,42 pages,Hardcover,Published September 4th 2007 by Hyperion Books for Children,Childrens,Mo Willems
3383,Now We Are Six,4.30,21480,610,,English,101 pages,Hardcover,Published October 31st 1988 by Dutton Books for Young Readers (first published October 13th 1927),Poetry,A.A. Milne
3384,Danny and the Dinosaur,4.02,30896,433,,English,64 pages,Paperback,Published 1978 by Harper Trophy (first published 1958),Childrens,Syd Hoff
3385,The Dot,4.23,30830,1959,2.0,English,32 pages,Hardcover,Published September 15th 2003 by Candlewick Press,Childrens,Peter H. Reynolds
3386,"Oh, the Thinks You Can Think!",4.13,15616,504,,English,64 pages,Paperback,Published 1975 by Beginner Books,Childrens,Dr. Seuss
3387,The Last Straw,4.15,147435,5671,,English,218 pages,Hardcover,Published January 1st 2009 by Amulet Books,Fiction,Jeff Kinney
3388,Journey,4.37,12610,2052,3.0,English,40 pages,Hardcover,Published August 6th 2013 by Candlewick Press,Childrens,Aaron Becker
3389,Among the Hidden,3.99,120473,6730,5.0,English,153 pages,Paperback,Published June 1st 2006 by Aladdin Paperbacks (first published September 1st 1998),Young Adult,Margaret Peterson Haddix
3390,The 101 Dalmatians,4.12,36297,1246,,English,184 pages,Hardcover,Published January 1st 1996 by Barnes Noble (first published 1956),Classics,Dodie Smith
3391,The Call of the Wild,3.89,398621,13824,,English,172 pages,Mass Market Paperback,Published January 1st 2001 by Scholastic (first published 1903),Classics,Jack London
3392,Magyk,3.84,117474,5501,1.0,English,564 pages,Hardcover,"Published May 11th 2005 by Katherine Tegen, Harper Collins",Fantasy,Angie Sage
3393,Ramona and Her Mother,4.10,26343,714,2.0,English,224 pages,Paperback,Published March 19th 2013 by HarperCollins (first published 1979),Childrens,Beverly Cleary
3394,Five Little Monkeys Jumping on the Bed,4.13,30282,805,,English,32 pages,Hardcover,Published March 20th 1989 by Clarion Books (first published March 1st 1989),Childrens,Eileen Christelow
3395,Out of My Mind,4.36,145219,16336,13.0,English,295 pages,Hardcover,Published March 9th 2010 by Atheneum Books for Young Readers,Realistic Fiction,Sharon M. Draper
3396,The Fantastic Flying Books of Mr. Morris Lessmore,4.45,13220,1935,4.0,English,52 pages,Hardcover,Published June 19th 2012 by Atheneum Books for Young Readers (first published 2011),Childrens,William Joyce
3397,Animalia,4.26,22767,679,2.0,English,32 pages,Hardcover,Published September 15th 1987 by Harry N. Abrams (first published 1986),Childrens,Graeme Base
3398,The Two Princesses of Bamarre,4.05,70645,2661,2.0,English,304 pages,Paperback,Published March 1st 2004 by Eos (first published March 20th 2001),Fantasy,Gail Carson Levine
3399,Tom's Midnight Garden,4.05,25557,1125,2.0,,240 pages,Paperback,Published October 30th 1992 by Greenwillow Books (first published December 31st 1958),Fantasy,Philippa Pearce
3400,One Crazy Summer,4.01,34361,4404,9.0,English,224 pages,Hardcover,Published January 26th 2010 by Quill Tree Books,Historical,Rita Williams-Garcia
3401,"Hand, Hand, Fingers, Thumb",4.24,29620,497,,English,24 pages,Board Book,Published January 20th 1998 by Random House Books for Young Readers (first published 1969),Childrens,Al Perkins
3402,The Stonekeeper,4.17,90192,6061,1.0,English,192 pages,Hardcover,Published September 29th 2015 by Graphix (first published January 1st 2008),Sequential Art,Kazu Kibuishi
3403,Henry Huggins,4.00,29325,869,,English,155 pages,Hardcover,Published September 1st 2000 by HarperCollins (first published 1950),Childrens,Beverly Cleary
3404,Out of the Dust,3.76,74172,5092,3.0,English,227 pages,Paperback,Published June 1st 2005 by Scholastic Inc. (first published January 1st 1997),Historical,Karen Hesse
3405,The Castle of Llyr,4.07,36437,1196,,English,174 pages,Paperback,Published May 16th 2006 by Square Fish (first published March 3rd 1966),Fantasy,Lloyd Alexander
3406,Each Peach Pear Plum,4.22,17866,730,1.0,English,34 pages,Board book,Published September 1st 1999 by Puffin Books (first published 1978),Childrens,Janet Ahlberg
3407,Bedtime for Frances,4.14,27611,342,,English,32 pages,Paperback,Published September 29th 1995 by HarperFestival (first published 1960),Childrens,Russell Hoban
3408,The Swiss Family Robinson,3.91,103077,2810,,English,345 pages,Hardcover,Published October 28th 2006 by Sterling (first published 1812),Classics,Johann David Wyss
3409,The Eternity Code,4.05,131744,2691,3.0,English,329 pages,Paperback,Published April 6th 2006 by Puffin (first published April 27th 2003),Fantasy,Eoin Colfer
3410,We Are in a Book!,4.53,17507,1674,4.0,English,57 pages,Hardcover,Published September 14th 2010 by Hyperion Books for Children,Childrens,Mo Willems
3411,A Sick Day for Amos McGee,4.25,21070,2783,4.0,English,32 pages,Hardcover,Published May 25th 2010 by Roaring Brook Press,Childrens,Philip C. Stead
3412,Lucinda's Secret,3.90,36023,1168,,English,114 pages,Hardcover,Published October 1st 2003 by Simon Schuster Books for Young Readers,Fantasy,Tony DiTerlizzi
3413,Charmed Life,3.96,32819,1494,3.0,English,252 pages,Paperback,Published 2000 by HarperCollins Children's Books (first published 1977),Fantasy,Diana Wynne Jones
3414,The Story of Doctor Dolittle,3.97,48625,1288,1.0,English,144 pages,Paperback,Published May 31st 2005 by HarperCollins (first published July 21st 1920),Classics,Hugh Lofting
3415,The Missing Piece,4.27,29322,1040,,English,112 pages,Hardcover,Published January 24th 2006 by HarperCollins (first published April 14th 1976),Poetry,Shel Silverstein
3416,The Mysterious Benedict Society and the Perilous Journey,4.21,52282,3049,2.0,English,440 pages,Hardcover,"Published May 1st 2008 by Little, Brown and Company",Mystery,Trenton Lee Stewart
3417,The House of Hades,4.56,357096,18858,1.0,English,597 pages,Hardcover,Published October 8th 2013 by Disney-Hyperion Books,Fantasy,Rick Riordan
3418,Scary Stories to Tell in the Dark,4.05,63729,3451,1.0,English,111 pages,Paperback,"Published October 1st 1989 by Scholastic, Inc. (first published October 14th 1981)",Horror,Alvin Schwartz
3419,The Real Mother Goose,4.32,36214,361,,English,128 pages,Hardcover,Published September 1st 1994 by Cartwheel (first published 1916),Childrens,Blanche Fisher Wright
3420,Love That Dog,4.04,43295,5126,5.0,English,112 pages,Paperback,Published April 8th 2008 by HarperCollins (first published 2001),Poetry,Sharon Creech
3421,Wishtree,4.30,32285,5176,5.0,English,224 pages,Hardcover,Published September 26th 2017 by Feiwel & Friends,Childrens,Katherine Applegate
3422,Rainbow Valley,4.01,46436,1855,,English,225 pages,Paperback,Published July 1st 1985 by Bantam Books (first published 1919),Classics,L.M. Montgomery
3423,The Opal Deception,4.05,134976,2251,,English,416 pages,Paperback,Published July 14th 2009 by Miramax Books (first published April 30th 2005),Fantasy,Eoin Colfer
3424,Barnyard Dance,4.25,24110,559,,English,24 pages,Board Book,Published October 1st 1993 by Workman Publishing Company,Childrens,Sandra Boynton
3425,Smile,4.24,250189,12027,6.0,English,214 pages,Hardcover,Published February 1st 2010 by Scholastic/Graphix (first published July 12th 2009),Sequential Art,Raina Telgemeier
3426,The Enchanted Wood,4.24,26991,1025,,English,213 pages,Paperback,Published January 1st 2002 by Egmont Books Ltd (first published May 1939),Fantasy,Enid Blyton
3427,The Ironwood Tree,3.94,37652,1045,,English,114 pages,Hardcover,Published April 1st 2004 by Simon Schuster Books for Young Readers,Fantasy,Tony DiTerlizzi
3428,Taran Wanderer,4.14,40302,1270,,English,222 pages,Paperback,Published May 16th 2006 by Square Fish (first published August 24th 1967),Fantasy,Lloyd Alexander
3429,And Tango Makes Three,4.31,11891,2081,1.0,English,32 pages,Hardcover,Published June 1st 2005 by Simon & Schuster Books for Young Readers,Childrens,Justin Richardson
3430,Madeline's Rescue,4.24,29183,542,1.0,English,56 pages,Hardcover,Published 1981 by The Viking Press (first published 1953),Childrens,Ludwig Bemelmans
3431,Al Capone Does My Shirts,3.84,43095,4189,7.0,English,225 pages,Paperback,Published April 20th 2006 by Puffin Books (first published March 30th 2004),Historical,Gennifer Choldenko
3432,The Trials of Morrigan Crow,4.34,55670,9542,6.0,English,465 pages,Hardcover,"Published October 31st 2017 by Little, Brown Books for Young Readers (first published October 12th 2017)",Fantasy,Jessica Townsend
3433,Dog Days,4.17,140989,5860,1.0,English,218 pages,Paperback,Published October 12th 2009 by Amulet Books,Fiction,Jeff Kinney
3434,Blubber,3.79,34108,1435,2.0,English,127 pages,Paperback,Published 2006 by Macmillan Children's Books (first published January 1st 1974),Fiction,Judy Blume
3435,Many Waters,3.97,45907,1871,,English,359 pages,Paperback,Published May 1st 2007 by Square Fish (first published 1986),Fantasy,Madeleine L'Engle
3436,Five on a Treasure Island,4.11,30581,1445,,English,256 pages,Paperback,Published June 14th 2001 by Hodder (first published 1942),Childrens,Enid Blyton
3437,If I Ran the Zoo,3.84,10710,624,1.0,English,64 pages,Paperback,Published August 4th 2003 by Harper Collins (first published October 12th 1950),Childrens,Dr. Seuss
3438,Lilly's Purple Plastic Purse,4.19,29973,1158,2.0,English,40 pages,Hardcover,Published January 24th 2006 by Greenwillow Books (first published May 1st 1996),Childrens,Kevin Henkes
3439,The Duckling Gets a Cookie!?,4.40,11422,839,2.0,English,40 pages,Hardcover,Published April 3rd 2012 by Hyperion Books for Children,Childrens,Mo Willems
3440,The Berenstain Bears and the Messy Room,4.18,34554,339,,English,32 pages,Paperback,Published May 12th 1983 by Random House Books for Young Readers (first published April 1st 1983),Childrens,Stan Berenstain
3441,Why Mosquitoes Buzz in People's Ears,4.04,25935,1444,1.0,,32 pages,Paperback,Published August 15th 1992 by Puffin Books (first published 1975),Childrens,Verna Aardema
3442,The Jungle Books,4.01,86393,1252,,English,368 pages,Paperback,Published May 3rd 2005 by Signet Classics (first published 1895),Classics,Rudyard Kipling
3443,Swimmy,4.14,23460,791,2.0,English,32 pages,Paperback,Published April 12th 1973 by Dragonfly Books (first published 1963),Childrens,Leo Lionni
3444,There Is a Bird on Your Head!,4.38,13319,953,2.0,English,64 pages,Hardcover,Published September 1st 2007 by Hyperion Books for Children (first published July 31st 2007),Childrens,Mo Willems
3445,The Tea Dragon Society,4.36,42107,9244,2.0,English,71 pages,Hardcover,Published October 31st 2017 by Oni Press (first published October 18th 2017),Sequential Art,Kay O'Neill
3446,Moon Over Manifest,4.04,33180,4890,4.0,English,368 pages,Hardcover,Published October 12th 2010 by Delacorte Books for Young Readers,Historical,Clare Vanderpool
3447,Runaway Ralph,3.95,22681,537,2.0,,175 pages,Paperback,Published (first published 1970),Childrens,Beverly Cleary
3448,The Marvelous Land of Oz,3.80,21694,1675,,English,192 pages,Paperback,Published April 2nd 1985 by Puffin Classics (first published 1904),Fantasy,L. Frank Baum
3449,Counting by 7s,4.15,74567,9158,9.0,English,380 pages,Hardcover,Published August 29th 2013 by Dial Books,Young Adult,Holly Goldberg Sloan
3450,Inkspell,3.93,121187,4435,2.0,English,635 pages,Hardcover,Published October 1st 2005 by The Chicken House,Fantasy,Cornelia Funke
3451,I Can Read With My Eyes Shut!,4.18,20260,657,,English,48 pages,Paperback,Published May 6th 2003 by HarperCollinsChildren’sBooks (first published January 1st 1978),Childrens,Dr. Seuss
3452,The Cat in the Hat and Other Dr. Seuss Favorites,4.43,68258,258,,English,61 pages,Audio CD,Published October 14th 2003 by Listening Library (Audio),Childrens,Dr. Seuss
3453,The Butter Battle Book,4.15,13835,654,,English,56 pages,Library Binding,Published January 12th 1984 by New York: Random House,Childrens,Dr. Seuss
3454,The Dark,4.07,12525,1618,3.0,English,32 pages,Hardcover,"Published April 2nd 2013 by Little, Brown Books for Young Readers",Childrens,Lemony Snicket
3455,The Complete Tales and Poems of Winnie-the-Pooh,4.48,44377,491,,English,557 pages,Hardcover,Published October 1st 2001 by Dutton Books for Young Readers (first published 1961),Classics,A.A. Milne
3456,The Evolution of Calpurnia Tate,3.99,33285,4823,10.0,English,344 pages,Hardcover,Published 2009 by Henry Holt and Company,Historical,Jacqueline Kelly
3457,The Diary of a Young Girl,4.18,3422914,36692,1.0,English,283 pages,Mass Market Paperback,Published July 1993 by Bantam (first published June 25th 1947),Classics,Anne Frank
3458,Catching Fire,4.31,3153384,106723,9.0,English,391 pages,Hardcover,Published September 1st 2009 by Scholastic Press,Young Adult,Suzanne Collins
3459,The Midwife's Apprentice,3.73,41482,2002,3.0,English,128 pages,Paperback,Published August 16th 1996 by HarperTrophy (first published January 1st 1995),Historical,Karen Cushman
3460,The Knight at Dawn,3.90,23153,1126,,English,66 pages,Paperback,Published February 16th 1993 by Random House (first published 1993),Childrens,Mary Pope Osborne
3461,Crenshaw,3.98,30070,4305,5.0,English,256 pages,Hardcover,Published September 22nd 2015 by Feiwel & Friends,Childrens,Katherine Applegate
3462,Revolting Rhymes,4.14,20118,1147,1.0,English,48 pages,Paperback,Published April 28th 2003 by Puffin (first published 1982),Poetry,Roald Dahl
3463,The Magic Faraway Tree,4.29,35840,863,,English,177 pages,Paperback,Published January 2002 by Egmont (first published 1943),Fantasy,Enid Blyton
3464,Anne of Ingleside,4.03,59290,2245,,English,274 pages,Paperback,Published May 1st 1984 by Bantam Books (first published 1939),Classics,L.M. Montgomery
3465,Rikki-Tikki-Tavi,3.90,17320,634,,English,48 pages,Hardcover,Published September 26th 1997 by HarperCollins (first published 1894),Classics,Jerry Pinkney
3466,"Ronia, the Robber's Daughter",4.30,29551,1222,2.0,English,176 pages,Paperback,Published February 5th 1985 by Puffin Books (first published 1981),Fantasy,Astrid Lindgren
3467,Junie B. Jones and the Stupid Smelly Bus,3.96,26773,2242,,English,69 pages,Paperback,Published July 28th 1992 by Random House Books for Young Readers (first published July 1st 1992),Childrens,Barbara Park
3468,The Twenty-One Balloons,3.95,24178,1533,1.0,English,180 pages,Paperback,Published 1986 by Puffin (first published September 14th 1947),Fiction,William Pène du Bois
3469,The Ugly Truth,4.19,123796,4575,3.0,English,217 pages,Hardcover,Published November 9th 2010 by Amulet books,Fiction,Jeff Kinney
3470,If You Take a Mouse to School,4.29,40334,544,,English,32 pages,Hardcover,Published July 16th 2002 by HarperCollins (first published 2002),Childrens,Laura Joffe Numeroff
3471,"Catherine, Called Birdy",3.73,40257,1893,4.0,English,224 pages,Paperback,Published June 1st 2004 by HarperTrophy (first published May 23rd 1994),Historical,Karen Cushman
3472,The Complete Anne of Green Gables 8-Book Box Set,4.44,103861,1707,,English,2088 pages,Paperback,Published October 6th 1998 by Starfire (first published January 1st 1921),Classics,L.M. Montgomery
3473,The Adventures of Captain Underpants,4.00,49238,2782,1.0,English,125 pages,Paperback,Published 2000 by Scholastic Children's Books (first published September 1st 1997),Childrens,Dav Pilkey
3474,The Wrath of Mulgarath,3.96,37955,1299,,English,146 pages,Hardcover,Published September 7th 2004 by Simon & Schuster Books for Young Readers (first published 2004),Fantasy,Tony DiTerlizzi
3475,The Pigeon Wants a Puppy!,4.34,24113,938,1.0,English,40 pages,Hardcover,Published April 1st 2008 by Hyperion Books for Children,Childrens,Mo Willems
3476,The Hidden Staircase,3.96,38511,1987,,English,182 pages,Hardcover,Published 1996 by Grosset & Dunlap (first published 1930),Mystery,Carolyn Keene
3477,"Rosie Revere, Engineer",4.46,11756,1307,,English,32 pages,Hardcover,Published September 3rd 2013 by Harry N. Abrams,Childrens,Andrea Beaty
3478,The Watsons Go to Birmingham - 1963,3.99,64986,5274,7.0,English,224 pages,Paperback,Published December 12th 2000 by Laurel Leaf (first published January 1st 1995),Historical,Christopher Paul Curtis
3479,Rebecca of Sunnybrook Farm,3.87,34219,903,,English,184 pages,Hardcover,Published July 1st 2006 by Aegypan (first published 1903),Classics,Kate Douglas Wiggin
3480,The Bad Seed,4.32,30177,2920,,English,45 pages,Kindle Edition,Published May 8th 2018 by HarperCollins (first published August 29th 2017),Childrens,Jory John
3481,The Outsiders,4.12,1192808,41618,2.0,English,192 pages,Mass Market Paperback,Published September 1st 1997 by Puffin Books (US/CAN) (first published April 24th 1967),Classics,S.E. Hinton
3482,Echo,4.37,39355,7238,10.0,English,597 pages,Hardcover,Published February 24th 2015 by Scholastic Press,Historical,Pam Muñoz Ryan
3483,Creepy Carrots!,4.20,15674,1708,7.0,English,32 pages,Hardcover,Published August 21st 2012 by Simon Schuster Books for Young Readers,Childrens,Aaron Reynolds
3484,Wildwood,3.68,31955,3951,2.0,English,541 pages,Hardcover,Published August 30th 2011 by Balzer + Bray,Fantasy,Colin Meloy
3485,Frédéric,4.20,21141,665,1.0,French,32 pages,Hardcover,Published July 1st 2002 by L'École des loisirs (first published May 12th 1967),Childrens,Leo Lionni
3486,Ozma of Oz,3.95,24263,1156,,English,126 pages,Paperback,Published 1907 by Reilly & Britton,Fantasy,L. Frank Baum
3487,Julián Is a Mermaid,4.51,8733,1792,5.0,English,80 pages,Hardcover,Published May 22nd 2018 by Candlewick,Childrens,Jessica Love
3488,The Pigeon Needs a Bath!,4.41,10201,1043,1.0,English,40 pages,Hardcover,Published April 1st 2014 by Hyperion Books for Children,Childrens,Mo Willems
3489,The Wolves in the Walls,4.04,17702,1282,1.0,English,56 pages,Paperback,Published 2003 by HarperCollins,Fantasy,Neil Gaiman
3490,Officer Buckle and Gloria,4.19,29364,1859,3.0,English,40 pages,Hardcover,Published September 28th 1995 by G.P. Putnam's Sons Books for Young Readers (first published 1995),Childrens,Peggy Rathmann
3491,Jamberry,4.20,19054,612,,English,32 pages,Board Book,Published January 6th 1995 by HarperFestival (first published 1982),Childrens,Bruce Degen
3492,Doll Bones,3.68,27565,4246,7.0,English,256 pages,Hardcover,Published May 7th 2013 by Margaret K. McElderry Books,Childrens,Holly Black
3493,The Lion and the Mouse,4.22,23982,3280,4.0,English,40 pages,Hardcover,"Published September 1st 2009 by Little, Brown Books for Young Readers",Childrens,Jerry Pinkney
3494,Owl Babies,4.21,16416,972,1.0,English,25 pages,Unknown Binding,Published June 3rd 2002 by Not Avail (first published 1992),Childrens,Martin Waddell
3495,Dragon Rider,3.98,81387,2699,3.0,English,527 pages,Paperback,Published June 4th 2005 by Chicken House (first published February 1997),Fantasy,Cornelia Funke
3496,Ghosts,4.23,129952,6147,2.0,English,256 pages,Kindle Edition,Published September 13th 2016 by Graphix,Sequential Art,Raina Telgemeier
3497,Little Lord Fauntleroy,3.88,21165,1282,,English,164 pages,Paperback,Published October 18th 2006 by Norilana Books (first published November 1st 1886),Classics,Frances Hodgson Burnett
3498,Midnight for Charlie Bone,3.83,42573,2076,,English,401 pages,Hardcover,Published March 1st 2003 by Orchard Books (first published January 2002),Fantasy,Jenny Nimmo
3499,Diary of a Worm,4.22,29306,915,2.0,English,40 pages,Hardcover,Published August 14th 2003 by HarperCollins (first published 2003),Childrens,Doreen Cronin
3500,Mockingjay,4.07,2878164,113142,5.0,English,398 pages,Hardcover,Published August 24th 2010 by Scholastic Press,Young Adult,Suzanne Collins
3501,"Goodnight, Goodnight, Construction Site",4.37,12590,995,,English,32 pages,Hardcover,Published April 20th 2011 by Chronicle Books (first published March 2nd 2011),Childrens,Sherri Duskey Rinker
3502,Little Lord Fauntleroy,3.88,21165,1282,,English,164 pages,Paperback,Published October 18th 2006 by Norilana Books (first published November 1st 1886),Classics,Frances Hodgson Burnett
3503,Dear Zoo: A Lift-the-Flap Book,4.29,24496,747,,English,18 pages,Board book,Published May 8th 2007 by Little Simon (first published 1982),Childrens,Rod Campbell
3504,Finding Winnie: The True Story of the World's Most Famous Bear,4.51,8916,2294,6.0,English,56 pages,Hardcover,"Published October 20th 2015 by Little, Brown Books for Young Readers",Childrens,Lindsay Mattick
3505,The Very Quiet Cricket,4.06,20720,405,2.0,English,32 pages,Hardcover,Published November 9th 1990 by Philomel Books,Childrens,Eric Carle
3506,But Not the Hippopotamus,4.23,14103,401,,English,16 pages,Board Book,Published November 30th 1982 by Boynton Bookworks,Childrens,Sandra Boynton
3507,The House with a Clock in Its Walls,3.74,18822,2300,,English,180 pages,Paperback,Published August 3rd 2004 by Puffin Books (first published 1973),Fantasy,John Bellairs
3508,The Lost Colony,4.01,153356,2195,,English,385 pages,Hardcover,Published September 15th 2006 by Miramax Books/Hyperion Books for Children,Fantasy,Eoin Colfer
3509,Fish in a Tree,4.27,65763,7322,7.0,English,288 pages,Hardcover,Published February 5th 2015 by Nancy Paulsen Books,Childrens,Lynda Mullaly Hunt
3510,Homer Price,4.08,21450,748,1.0,English,149 pages,Paperback,Published October 28th 1976 by Puffin Books (first published 1942),Fiction,Robert McCloskey
3511,The Blood of Olympus,4.43,280219,19315,1.0,English,516 pages,Hardcover,Published October 7th 2014 by Disney-Hyperion Books,Fantasy,Rick Riordan
3512,The Hat,4.28,20351,412,1.0,English,32 pages,,Published 1998 by Macdonald Young (first published September 29th 1997),Childrens,Jan Brett
3513,War Horse,4.15,49712,5149,1.0,English,165 pages,Hardcover,Published April 1st 2007 by Scholastic Press (first published June 3rd 1982),Historical,Michael Morpurgo
3514,A Long Way from Chicago,3.96,33401,2670,4.0,English,160 pages,Paperback,Published April 12th 2004 by Puffin Books (first published January 1st 1998),Historical,Richard Peck
3515,"Panda Bear, Panda Bear, What Do You See?",4.24,32114,319,,English,32 pages,Hardcover,Published August 1st 2003 by Henry Holt and Co. (BYR),Childrens,Bill Martin Jr.
3516,Inside the Human Body,4.28,34933,379,,English,40 pages,Paperback,Published October 1st 1990 by Scholastic Press (first published January 1st 1989),Childrens,Joanna Cole
3517,The Five Chinese Brothers,4.17,23866,456,,English,64 pages,Paperback,Published 1996 by Puffin Books (first published 1938),Childrens,Claire Huchet Bishop
3518,Savvy,3.98,47486,4152,7.0,English,342 pages,Hardcover,Published May 1st 2008 by Dial Books,Fantasy,Ingrid Law
3519,Raymie Nightingale,3.94,19858,3120,3.0,English,263 pages,Hardcover,Published April 12th 2016 by Candlewick Press,Childrens,Kate DiCamillo
3520,The Sword of Summer,4.24,192109,14463,1.0,English,499 pages,Hardcover,Published October 6th 2015 by Disney-Hyperion Books,Fantasy,Rick Riordan
3521,The Penderwicks on Gardam Street,4.31,21909,2051,2.0,English,320 pages,Hardcover,Published April 8th 2008 by Alfred A. Knopf Books for Young Readers,Childrens,Jeanne Birdsall
3522,The Incredible Journey,4.16,50667,1164,6.0,English,145 pages,Paperback,Published December 18th 1995 by Laurel Leaf (first published 1960),Fiction,Sheila Burnford
3523,Library Lion,4.42,10314,983,2.0,English,48 pages,Hardcover,Published July 25th 2006 by Candlewick Press,Childrens,Michelle Knudsen
3524,The Brothers Lionheart,4.35,34483,1360,4.0,English,231 pages,Hardcover,Published December 31st 2004 by Purple House Press (first published 1973),Fantasy,Astrid Lindgren
3525,Little Men,3.87,59247,2476,,English,329 pages,Paperback,Published 2006 by Hard Press (first published 1871),Classics,Louisa May Alcott
3526,The Little Match Girl,4.09,25575,1121,,English,32 pages,Paperback,"Published 2003 by Scholastic, Inc. (first published December 1st 1845)",Classics,Hans Christian Andersen
3527,Mossflower,4.11,67093,1065,1.0,English,373 pages,Mass Market Paperback,Published November 1st 1998 by ACE Books (first published 1988),Fantasy,Brian Jacques
3528,Lon Po Po: A Red-Riding Hood Story from China,4.06,17934,1253,2.0,English,32 pages,Hardcover,Published November 1st 1989 by Philomel Books,Childrens,Ed Young
3529,We Don't Eat Our Classmates,4.51,8880,1542,4.0,English,40 pages,Hardcover,Published June 19th 2018 by Disney-Hyperion,Childrens,Ryan T. Higgins
3530,Sulwe,4.66,9568,1978,4.0,English,48 pages,Hardcover,Published October 15th 2019 by Simon Schuster Books for Young Readers,Childrens,Lupita Nyong'o
3531,"Good Night, Mr. Tom",4.31,46204,2443,3.0,English,320 pages,Paperback,Published November 13th 1986 by HarperCollins (first published 1981),Historical,Michelle Magorian
3532,Is Your Mama a Llama?,4.18,22680,540,,English,14 pages,Board Book,Published August 1st 1997 by Scholastic Press (first published January 1st 1989),Childrens,Deborah Guarino
3533,The Snowman,4.25,17974,735,3.0,English,32 pages,Hardcover,Published November 12th 1978 by Random House,Childrens,Raymond Briggs
3534,The Tale of Benjamin Bunny,4.22,16214,358,,English,58 pages,Hardcover,Published March 7th 2002 by Warne (first published 1904),Childrens,Beatrix Potter
3535,From Head to Toe,4.21,20295,642,,English,32 pages,Paperback,Published May 29th 2007 by HarperFestival (first published 1997),Childrens,Eric Carle
3536,The Princess in Black,4.09,9893,1651,1.0,English,90 pages,Hardcover,Published October 14th 2014 by Candlewick Press,Fantasy,Shannon Hale
3537,There Was an Old Lady Who Swallowed a Fly,4.22,29970,364,,English,14 pages,Board Book,Published September 1st 2000 by Child's Play International (first published August 1st 1973),Childrens,Pam Adams
3538,Messenger,3.91,127879,8783,,English,169 pages,Paperback,Published August 22nd 2006 by Ember (first published April 26th 2004),Young Adult,Lois Lowry
3539,A Single Shard,3.93,38804,2963,5.0,English,192 pages,Paperback,Published February 11th 2003 by Yearling (first published April 23rd 2001),Historical,Linda Sue Park
3540,The Tale of Jemima Puddle-Duck,4.05,13327,353,,English,57 pages,Hardcover,Published 2002 by Frederick Warne (first published 1908),Childrens,Beatrix Potter
