,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
4453,The Benedict Option: A Strategy for Christians in a Post-Christian Nation,3.79,5476,988,,English,262 pages,Hardcover,Published March 14th 2017 by Sentinel (first published 2017),Nonfiction,Rod Dreher
4454,,,,,,,,,,,
4455,Gilead,3.85,102354,13034,11.0,English,247 pages,Paperback,Published January 10th 2006 by Picador USA (first published October 28th 2004),Fiction,Marilynne Robinson
4456,To Live Is Christ to Die Is Gain,4.12,3570,266,,English,224 pages,Hardcover,Published September 1st 2013 by David C Cook (first published January 1st 2013),Christian,Matt Chandler
4457,The Chance,4.18,12809,1065,,English,320 pages,Hardcover,Published March 5th 2013 by Howard Books,Christian Fiction,Karen Kingsbury
4458,The Hawk and the Jewel,4.14,9350,230,,English,347 pages,Paperback,Published January 1st 2004 by Harvest House Publishers (first published 1993),Christian Fiction,Lori Wick
4459,Divine,4.26,11573,554,,English,355 pages,Paperback,Published May 17th 2007 by Tyndale House Publishers (first published March 20th 2006),Christian Fiction,Karen Kingsbury
4460,Forever,4.38,9952,188,,English,346 pages,Paperback,Published February 22nd 2007 by Tyndale House Publishers (first published January 1st 2007),Christian Fiction,Karen Kingsbury
4461,DragonSpell,3.88,12880,630,1.0,English,339 pages,Paperback,Published June 22nd 2004 by WaterBrook Press (first published June 1st 2004),Fantasy,Donita K. Paul
4462,The Wounded Healer: Ministry in Contemporary Society,4.23,11464,561,,English,100 pages,Paperback,"Published November 1st 1994 by Darton, Longman & Todd (first published 1971)",Spirituality,Henri J.M. Nouwen
4463,Prayer: Finding the Heart's True Home,4.12,6672,303,1.0,English,275 pages,Hardcover,Published August 20th 2002 by HarperOne (first published January 1st 1992),Prayer,Richard J. Foster
4464,The Applause of Heaven,4.18,3583,157,,English,240 pages,Paperback,Published June 2nd 1999 by Thomas Nelson (first published October 1st 1990),Christian,Max Lucado
4465,"Is God anti-gay?: And other questions about homosexuality, the Bible and same-sex attraction",4.31,3390,489,,English,93 pages,Paperback,Published July 1st 2013 by Good Book Co,Christian,Sam Allberry
4466,Love Lives Here: Finding What You Need in a World Telling You What You Want,4.21,5870,631,,English,235 pages,Paperback,Published March 7th 2017 by B Books,Christian,Maria Goff
4467,"So Long, Insecurity: You've Been a Bad Friend to Us",4.19,8027,480,,,368 pages,Hardcover,Published February 2nd 2010 by Tyndale House Publishers,Christian,Beth Moore
4468,Courageous,4.52,15653,448,1.0,,375 pages,Paperback,Published August 1st 2011 by Tyndale House Publishers,Christian Fiction,Randy Alcorn
4469,C.S. Lewis Signature Classics,4.44,4050,170,,English,,Paperback,Published 2001 by Harper Collins,Christian,C.S. Lewis
4470,Here I Stand: A Life of Martin Luther,3.83,6130,409,,English,336 pages,Paperback,Published April 1st 1995 by Plume Books (first published 1950),Biography,Roland H. Bainton
4471,The Calling of Emily Evans,3.90,6845,278,,English,222 pages,Paperback,Published October 1st 2006 by Bethany House Publishers (first published 1990),Christian Fiction,Janette Oke
4472,The Seven Storey Mountain,4.06,18300,1289,,English,467 pages,Paperback,"Published October 4th 1999 by Harcourt, Inc. (first published 1948)",Religion,Thomas Merton
4473,Victory Over the Darkness,4.19,7479,265,,English,256 pages,Paperback,Published July 10th 2000 by Regal Books (first published March 31st 1990),Christian,Neil T. Anderson
4474,The Maid of Fairbourne Hall,4.07,13461,1412,1.0,English,410 pages,Paperback,Published January 1st 2012 by Bethany House Publishers,Historical,Julie Klassen
4475,Another Gospel?: A Lifelong Christian Seeks Truth in Response to Progressive Christianity,4.59,3848,630,,,288 pages,Paperback,Published October 6th 2020 by Tyndale Momentum (first published October 2020),Christian,Alisa Childers
4476,The Huntress of Thornbeck Forest,3.84,7888,843,,English,306 pages,Paperback,Published May 12th 2015 by Thomas Nelson (first published May 1st 2015),Romance,Melanie Dickerson
4477,Loveology: God. Love. Marriage. Sex. And the never-ending story of male and female.,4.30,4466,305,,,5 pages,Audio CD,Published February 4th 2014 by Zondervan on Brilliance Audio (first published January 1st 2014),Christian,John Mark Comer
4478,Cold Tangerines: Celebrating the Extraordinary Nature of Everyday Life,4.09,10603,784,,English,238 pages,Hardcover,Published October 9th 2007 by Zondervan Publishing Company (first published January 1st 2007),Nonfiction,Shauna Niequist
4479,The Tale of Three Trees,4.54,15537,483,,English,25 pages,Hardcover,Published September 13th 1989 by David C Cook (first published September 1st 1989),Childrens,Angela Elwell Hunt
4480,A Gown of Spanish Lace,4.01,6852,214,,,251 pages,Paperback,Published 1999 by Literary Express (first published January 1st 1995),Christian Fiction,Janette Oke
4481,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,3.71,57777,5547,,English,196 pages,Paperback,Published October 23rd 2012 by Simon & Schuster,Nonfiction,Eben Alexander
4482,Get Out of That Pit!: Straight Talk about God's Deliverance,4.33,6721,311,,English,249 pages,Hardcover,Published January 1st 2007 by Integrity Publishers,Christian,Beth Moore
4483,In Between,4.02,12340,965,1.0,English,291 pages,Kindle Edition,Published March 25th 2014 by Sweet Pea Productions (first published April 15th 2007),Young Adult,Jenny B. Jones
4484,Walking with God: Talk to Him. Hear from Him. Really.,4.11,4210,236,,,226 pages,Hardcover,Published April 15th 2008 by Thomas Nelson Publishers,Christian,John Eldredge
4485,Fancy Pants,4.01,7066,457,,English,378 pages,Paperback,Published September 30th 2007 by Bethany House Publishers (first published September 1st 2007),Christian Fiction,Cathy Marie Hake
4486,The Witness,4.07,9912,397,,English,378 pages,Hardcover,Published January 1st 2006 by Tyndale House Publishers,Christian Fiction,Dee Henderson
4487,Boundaries in Dating,4.14,5129,407,,English,288 pages,Paperback,Published February 21st 2000 by Zondervan (first published February 9th 1999),Relationships,Henry Cloud
4488,Revolution in World Missions,3.94,4506,343,,English,230 pages,Paperback,Published October 1st 2009 by GFA Books (first published December 1st 1969),Christian,K.P. Yohannan
4489,Beyond Tuesday Morning,4.34,10686,378,,English,320 pages,Paperback,Published December 16th 2004 by Zondervan (first published 2004),Christian Fiction,Karen Kingsbury
4490,Family,4.37,10561,187,,English,345 pages,Paperback,Published October 1st 2006 by Tyndale House Publishers (first published 2006),Christian Fiction,Karen Kingsbury
4491,In This Mountain,4.31,16576,562,,English,488 pages,Paperback,Published September 27th 2005 by Penguin Books (first published 2002),Fiction,Jan Karon
4492,Shepherds Abiding,4.25,15293,748,,English,304 pages,Paperback,Published September 28th 2004 by G.P. Putnam's Sons (first published 2003),Fiction,Jan Karon
4493,Suffering Is Never for Nothing,4.68,3452,499,,,108 pages,Hardcover,Published February 1st 2019 by B & H Books,Christian,Elisabeth Elliot
4494,Experiencing God: How to Live the Full Adventure of Knowing and Doing the Will of God,4.28,9194,156,,English,320 pages,Hardcover,Published November 1st 2004 by B&H Publishing Group (first published 1990),Christian,Henry T. Blackaby
4495,The Journey of Desire: Searching for the Life We Always Dreamed of,3.99,5980,217,,English,212 pages,Paperback,Published April 1st 2001 by Thomas Nelson (first published March 1st 2000),Christian,John Eldredge
4496,Stuff Christians Like,4.01,7959,442,1.0,English,208 pages,Paperback,Published March 23rd 2010 by Zondervan (first published March 5th 2010),Christian,Jonathan Acuff
4497,Stuff Christians Like,4.01,7959,442,1.0,English,208 pages,Paperback,Published March 23rd 2010 by Zondervan (first published March 5th 2010),Christian,Jonathan Acuff
4498,The Peacemaker: A Biblical Guide to Resolving Personal Conflict,4.27,4958,374,,English,320 pages,Paperback,Published January 1st 2004 by Baker Books (first published October 1st 1990),Christian,Ken Sande
4499,Adam,3.91,13557,911,,English,379 pages,Hardcover,Published April 1st 2008 by Thomas Nelson (first published January 1st 2008),Fiction,Ted Dekker
4500,Secrets of the Vine: Breaking Through to Abundance,4.15,13996,200,,English,126 pages,Hardcover,Published March 29th 2001 by Multnomah Books (first published January 1st 2001),Christian,Bruce H. Wilkinson
4501,Of Mess and Moxie: Wrangling Delight Out of This Wild and Glorious Life,4.01,18211,1845,1.0,,224 pages,ebook,Published August 8th 2017 by Thomas Nelson,Nonfiction,Jen Hatmaker
4502,Interrupted: An Adventure in Relearning the Essentials of Faith,4.15,6959,482,,English,173 pages,Paperback,Published July 15th 2009 by NavPress Publishing Group (first published July 1st 2009),Christian,Jen Hatmaker
4503,A Gospel Primer for Christians: Learning to See the Glories of God's Love,4.57,4142,381,,English,97 pages,Paperback,Published February 1st 2008 by Focus Publishing (MN) (first published February 2006),Christian,Milton Vincent
4504,Calm My Anxious Heart,4.22,5342,326,,English,239 pages,Paperback,Published October 21st 2002 by NavPress Publishing Group (first published May 1st 1989),Christian,Linda Dillow
4505,Nightmare Academy,3.86,6159,223,,English,311 pages,Paperback,Published December 1st 2003 by Tommy Nelson (first published July 7th 2002),Christian Fiction,Frank E. Peretti
4506,Christianity and Liberalism,4.28,4799,479,,English,189 pages,Paperback,Published August 7th 1946 by William B. Eerdmans Publishing Company (first published November 30th 1922),Religion,J. Gresham Machen
4507,The Songs of Jesus: A Year of Daily Devotions in the Psalms,4.49,2579,250,,,384 pages,Hardcover,Published November 10th 2015 by Viking (first published November 2015),Christian,Timothy J. Keller
4508,Letters from a Skeptic: A Son Wrestles with His Father's Questions about Christianity,3.99,4392,387,,English,190 pages,Hardcover,Published December 14th 1993 by Chariot Victor Publishing,Christian,Gregory A. Boyd
4509,Born Again,4.26,5927,238,,English,351 pages,Paperback,Published September 1st 2004 by Chosen Books (first published November 30th 1975),Biography,Charles W. Colson
4510,The Regime: Evil Advances,4.03,5177,153,,English,416 pages,Paperback,Published April 1st 2006 by Tyndale House Publishers (first published October 26th 2005),Christian Fiction,Tim LaHaye
4511,No Wonder They Call Him the Savior: Experiencing the Truth of the Cross,4.29,5521,131,,English,224 pages,Paperback,Published September 1st 2005 by Thomas Nelson Publishers (first published 1985),Christian,Max Lucado
4512,Sunrise,4.31,10060,278,,English,301 pages,Paperback,Published May 8th 2007 by Tyndale House Publishers (first published January 1st 2007),Christian Fiction,Karen Kingsbury
4513,Be the Bridge: Pursuing God's Heart for Racial Reconciliation,4.47,6822,869,,,256 pages,Paperback,Published October 15th 2019 by Waterbrook Press,Nonfiction,LaTasha Morrison
4514,The Vow,3.82,28935,2028,,English,224 pages,Hardcover,Published June 1st 2000 by B&H Publishing Group,Nonfiction,Kim Carpenter
4515,The Furious Longing of God,4.22,5056,387,,English,144 pages,Hardcover,Published March 1st 2009 by David C Cook (first published January 1st 2009),Christian,Brennan Manning
4516,The Autobiography of George Muller,4.42,6205,304,,English,240 pages,Paperback,Published February 1st 1996 by Whitaker House (first published January 1st 1899),Biography,George Müller
4517,Thorn in My Heart,3.95,7365,479,,English,484 pages,Paperback,Published March 18th 2003 by Waterbrook Press (first published January 1st 2003),Christian Fiction,Liz Curtis Higgs
4518,"23 Minutes In Hell: One Man's Story About What He Saw, Heard, and Felt in That Place of Torment",3.76,7169,561,,English,169 pages,Paperback,Published January 30th 2006 by Charisma House,Christian,Bill Wiese
4519,In a Pit with a Lion on a Snowy Day: How to Survive and Thrive When Opportunity Roars,4.16,6439,538,,English,192 pages,Paperback,Published October 9th 2006 by Multnomah (first published January 1st 2006),Christian,Mark Batterson
4520,The Door in the Dragon's Throat,3.84,5161,248,,English,128 pages,Paperback,Published July 14th 2004 by Crossway Books (first published 1985),Christian,Frank E. Peretti
4521,The Measure of a Lady,3.94,12332,576,2.0,English,316 pages,Paperback,Published June 1st 2006 by Bethany House Publishers (first published January 1st 2006),Christian Fiction,Deeanne Gist
4522,Absolute Surrender,4.50,3024,299,,English,127 pages,Paperback,Published July 1st 2005 by Bridge-Logos (first published 1885),Christian,Andrew Murray
4523,The Prodigal Prophet: Jonah and the Mystery of God's Mercy,4.49,3167,452,,,5 pages,Audio CD,Published October 2nd 2018 by Books on Tape (first published 2018),Christian,Timothy J. Keller
4524,The Armor of God - Bible Study Book,4.69,4023,304,,English,192 pages,Paperback,Published August 1st 2015 by Lifeway Church Resources (first published January 1st 2015),Christian,Priscilla Shirer
4525,Anything: The Prayer That Unlocked My God and My Soul,4.26,3741,302,,English,208 pages,Paperback,Published April 1st 2012 by Thomas Nelson US (first published 2011),Christian,Jennie Allen
4526,A Bride in the Bargain,4.09,10880,812,1.0,English,365 pages,Paperback,Published June 1st 2009 by Bethany House Publishers,Christian Fiction,Deeanne Gist
4527,Cape Refuge,4.11,10142,489,,English,400 pages,Paperback,Published April 7th 2002 by Zondervan,Christian Fiction,Terri Blackstock
4528,Paul: A Biography,4.34,3955,626,,English,480 pages,ebook,Published February 27th 2018 by HarperOne,Biography,N.T. Wright
4529,No God but One: Allah or Jesus?: A Former Muslim Investigates the Evidence for Islam and Christianity,4.61,2752,332,,,320 pages,Paperback,Published August 30th 2016 by Zondervan (first published August 16th 2016),Christian,Nabeel Qureshi
4530,The Bridge,4.02,12484,1357,,English,258 pages,Hardcover,Published October 23rd 2012 by Howard Books,Christian Fiction,Karen Kingsbury
4531,Skin,3.78,13708,764,,English,395 pages,Hardcover,Published April 3rd 2007 by Thomas Nelson Publishers (first published April 3rd 2006),Christian Fiction,Ted Dekker
4532,The Confession,4.03,9734,371,,English,286 pages,Paperback,Published 1997 by Bethany House Publishers,Christian Fiction,Beverly Lewis
4533,Reading While Black: African American Biblical Interpretation as an Exercise in Hope,4.46,4263,759,1.0,English,200 pages,Kindle Edition,Published September 1st 2020 by IVP Academic,Religion,Esau McCaulley
4534,I'm Still Here: Black Dignity in a World Made for Whiteness,4.39,65278,6251,,English,185 pages,Hardcover,Published May 15th 2018 by Convergent Books,Nonfiction,Austin Channing Brown
4535,If I Run,4.10,18034,2158,1.0,English,305 pages,Paperback,Published February 16th 2016 by Zondervan,Christian Fiction,Terri Blackstock
4536,The Religious Affections,4.23,5775,207,,English,382 pages,Paperback,Published October 1st 1986 by Banner of Truth Trust (first published 1746),Religion,Jonathan Edwards
4537,Counted with the Stars,4.39,6142,827,,English,345 pages,Paperback,Published April 5th 2016 by Bethany House,Christian Fiction,Connilyn Cossette
4538,All of Grace,4.54,2827,270,,English,142 pages,Paperback,Published January 1st 2007 by Bridge-Logos (first published November 30th 1885),Christian,Charles Haddon Spurgeon
4539,Killing Jesus: A History,3.96,34351,3425,1.0,English,293 pages,Hardcover,Published September 24th 2013 by Henry Holt and Co.,History,Bill O'Reilly
4540,The Covenant,4.11,13762,883,,English,320 pages,Paperback,Published September 1st 2002 by Bethany House Publishers,Christian Fiction,Beverly Lewis
4541,Girl Meets God,3.86,8439,660,1.0,English,320 pages,Paperback,Published December 30th 2003 by Random House Trade Paperbacks (first published 2002),Autobiography,Lauren F. Winner
4542,You're Not Enough (and That's Ok): Escaping the Toxic Culture of Self-Love,4.22,5440,855,,,224 pages,Kindle Edition,Published August 11th 2020 by Sentinel,Nonfiction,Allie Beth Stuckey
4543,The Grand Weaver: How God Shapes Us Through the Events of Our Lives,4.22,3047,252,,English,200 pages,Hardcover,Published July 8th 2007 by Zondervan Publishing Company (first published July 1st 2007),Christian,Ravi Zacharias
4544,"Sit, Walk, Stand",4.43,3666,254,,English,80 pages,Paperback,Published November 4th 1977 by Tyndale House Publishers,Christian,Watchman Nee
4545,Unoffendable: How Just One Change Can Make All of Life Better,4.46,5288,843,,English,214 pages,Paperback,Published April 14th 2015 by Thomas Nelson (first published April 1st 2015),Nonfiction,Brant Hansen
4546,Angels: God's Secret Agents,4.03,3697,256,,English,175 pages,Hardcover,Published September 1st 1975 by Doubleday Books,Christian,Billy Graham
4547,How People Change,4.25,4218,256,,English,255 pages,Paperback,Published May 28th 2006 by New Growth Press,Psychology,Timothy S. Lane
4548,The Proposal,3.89,6316,216,,English,297 pages,Paperback,Published January 1st 2002 by Harvest House Publishers,Christian Fiction,Lori Wick
4549,True Honor,4.34,9433,180,2.0,English,352 pages,Paperback,Published November 1st 2005 by Tyndale House Publishers (first published January 1st 2002),Christian Fiction,Dee Henderson
4550,The Case for Christianity,4.15,2633,72,,English,64 pages,Paperback,Published March 1st 1999 by B&H Publishing Group (first published 1942),Christian,C.S. Lewis
4551,The Vanishings: Four Kids Face Earth's Last Days Together,4.00,4514,262,,English,160 pages,Paperback,Published July 1st 1998 by Tyndale House Publishers (first published June 26th 1998),Christian,Jerry B. Jenkins
4552,Mark of the Lion Trilogy,4.77,12508,848,,English,1468 pages,Paperback,Published September 1st 1998 by Tyndale House (first published 1993),Christian Fiction,Francine Rivers
4553,Story of a Soul: The Autobiography of St. Thérèse of Lisieux,4.39,15747,904,,English,306 pages,Paperback,Published January 1st 1996 by ICS Publications (first published September 30th 1898),Christianity,Thérèse de Lisieux
4554,A Call to Spiritual Reformation: Priorities from Paul and His Prayers,4.36,2828,255,,English,232 pages,Paperback,Published June 1st 1992 by Baker Academic,Prayer,D.A. Carson
4555,"The Gospel According to Jesus: What Does Jesus Mean When He Says ""Follow Me""?",4.43,3845,230,,English,302 pages,Paperback,Published March 1st 1994 by Zondervan (first published 1988),Religion,John F. MacArthur Jr.
4556,Unplanned: The Dramatic True Story of a Former Planned Parenthood Leader's Eye-Opening Journey Across the Life Line,4.30,8079,1178,,English,267 pages,Hardcover,Published January 11th 2011 by SaltRiver (first published 2010),Nonfiction,Abby Johnson
4557,Not Yet Married: The Pursuit of Joy in Singleness and Dating,4.33,2511,302,,English,208 pages,Paperback,Published June 30th 2017 by Crossway Books (first published June 7th 2017),Christian,Marshall Segal
4558,The Silent Songbird,4.04,5266,602,1.0,English,296 pages,Hardcover,Published November 8th 2016 by Thomas Nelson,Romance,Melanie Dickerson
4559,My Stubborn Heart,4.17,5583,661,1.0,English,343 pages,Paperback,Published May 1st 2012 by Bethany House,Romance,Becky Wade
4560,Heretics,4.18,4513,436,,English,176 pages,Paperback,Published June 23rd 2006 by Dover Publications (first published 1905),Philosophy,G.K. Chesterton
4561,The Case for the Real Jesus: A Journalist Investigates Current Attacks on the Identity of Christ,4.37,3797,188,,English,311 pages,Hardcover,Published August 19th 2007 by Zondervan Publishing Company,Christian,Lee Strobel
4562,The Door Within,3.94,8123,552,,English,350 pages,Paperback,Published May 6th 2007 by Thomas Nelson Publishers (first published April 8th 2005),Fantasy,Wayne Thomas Batson
4563,When Breaks the Dawn,4.15,7586,267,,English,215 pages,Paperback,Published February 1st 2005 by Bethany House Publishers (first published 1985),Christian Fiction,Janette Oke
4564,The Way of the Heart: The Spirituality of the Desert Fathers and Mothers,4.26,7163,453,,English,96 pages,Paperback,Published September 22nd 2009 by HarperOne (first published 1981),Spirituality,Henri J.M. Nouwen
4565,Deeper: Real Change for Real Sinners (Union),4.60,2248,411,,English,193 pages,Kindle Edition,Published August 13th 2021,Christian,Dane C. Ortlund
4566,"Winning the War in Your Mind: Change Your Thinking, Change Your Life",4.28,7684,438,,English,256 pages,Hardcover,Published February 16th 2021 by Zondervan,Christian,Craig Groeschel
4567,"When God Doesn't Fix It: Lessons You Never Wanted to Learn, Truths You Can't Live Without",4.51,3362,476,,English,304 pages,Paperback,Published September 15th 2015 by Thomas Nelson,Christian,Laura Story
4568,What Is the Gospel?,4.26,5831,368,,English,127 pages,Hardcover,Published March 9th 2010 by Crossway Books,Religion,Greg Gilbert
4569,Raising Dragons,3.87,7495,449,,English,399 pages,Paperback,Published June 21st 2004 by Scrub Jay Journeys (first published June 1st 2004),Fantasy,Bryan Davis
4570,Jesus Wants to Save Christians: A Manifesto for the Church in Exile,3.78,7270,323,,English,224 pages,Hardcover,Published September 22nd 2008 by Zondervan (first published August 22nd 2008),Christian,Rob Bell
4571,The Bronze Bow,3.99,23204,2111,1.0,English,256 pages,Paperback,Published September 1st 1997 by HMH Books for Young Readers (first published June 1st 1961),Historical,Elizabeth George Speare
4572,True Valor,4.26,8518,216,1.0,English,352 pages,Paperback,Published November 1st 2005 by Tyndale House Publishers (first published 2002),Christian Fiction,Dee Henderson
4573,Holier Than Thou: How God’s Holiness Helps Us Trust Him,4.43,3538,475,,,168 pages,Paperback,Published August 17th 2021 by B Books (first published August 2021),Christian,Jackie Hill Perry
4574,"Dark Clouds, Deep Mercy: Discovering the Grace of Lament",4.56,2711,505,,English,224 pages,Paperback,Published March 31st 2019 by Crossway Books (first published March 2019),Christian,Mark Vroegop
4575,Unashamed,4.40,4406,703,1.0,English,256 pages,Hardcover,Published May 3rd 2016 by B Books (first published May 1st 2016),Biography,Lecrae Moore
4576,Bread and Wine: A Love Letter to Life Around the Table with Recipes,4.22,14640,1433,1.0,English,285 pages,Hardcover,Published April 9th 2013 by Zondervan (first published January 1st 2013),Nonfiction,Shauna Niequist
4577,Fools Rush In,3.60,13222,963,,English,336 pages,Paperback,Published September 1st 2009 by Fleming H. Revell Company,Romance,Janice Thompson
4578,Maid to Match,3.98,11295,894,3.0,English,363 pages,Paperback,Published 2010 by Bethany House Publishers,Historical,Deeanne Gist
4579,"Soul Surfer: A True Story of Faith, Family, and Fighting to Get Back on the Board",4.06,12820,1772,,English,222 pages,Paperback,Published June 6th 2006 by MTV Books (first published January 1st 2004),Nonfiction,Bethany Hamilton
4580,How Now Shall We Live?,4.10,4759,136,,English,656 pages,Paperback,Published November 1st 2004 by Tyndale House Publishers (first published September 1st 1999),Christian,Charles W. Colson
4581,Abide in Christ: The Joy of Being in God's Presence,4.48,3084,202,,English,256 pages,Paperback,Published December 1st 2002 by Whitaker House (first published January 1st 1864),Christian,Andrew Murray
4582,An Uncertain Choice,3.87,4712,669,1.0,,254 pages,Paperback,Published March 3rd 2015 by Zondervan,Historical,Jody Hedlund
4583,Light from Heaven,4.38,13926,597,,English,416 pages,Paperback,Published October 31st 2006 by G.P. Putnam's Sons (first published 2005),Fiction,Jan Karon
4584,On the Edge of the Dark Sea of Darkness,4.32,18024,2538,1.0,English,290 pages,Paperback,Published March 18th 2008 by Waterbrook Press,Fantasy,Andrew Peterson
4585,When Godly People Do Ungodly Things: Finding Authentic Restoration in the Age of Seduction,4.14,3595,151,,English,332 pages,Kindle Edition,Published April 1st 2002 by B&H Books,Christian,Beth Moore
4586,"Jesus, the One and Only",4.29,3585,132,,English,286 pages,Hardcover,Published August 1st 2002 by B Books (first published January 1st 2002),Christian,Beth Moore
4587,Soul Survivor: How Thirteen Unlikely Mentors Helped My Faith Survive the Church,4.23,3930,357,,English,352 pages,Paperback,Published October 21st 2003 by Galilee Trade (first published January 1st 2001),Christian,Philip Yancey
4588,To Hell with the Hustle,4.01,5072,707,,,224 pages,Paperback,Published October 15th 2019 by Thomas Nelson,Christian,Jefferson Bethke
4589,Martin Luther: The Man Who Rediscovered God and Changed the World,4.10,7031,850,,English,480 pages,Hardcover,Published October 3rd 2017 by Viking,Biography,Eric Metaxas
4590,Against the Tide,3.94,7732,994,3.0,English,362 pages,Paperback,Published October 1st 2012 by Bethany House Publishers,Historical,Elizabeth Camden
4591,The Me I Want to Be: Becoming God's Best Version of You,4.11,3769,248,,English,264 pages,Hardcover,Published December 26th 2009 by Zondervan (first published December 4th 2009),Christian,John Ortberg
4592,Kingdom's Dawn,3.92,3958,286,,English,160 pages,Paperback,Published May 1st 2006 by Multnomah (first published 2001),Fantasy,Chuck Black
4593,Left to Tell: Discovering God Amidst the Rwandan Holocaust,4.42,42615,5546,,English,214 pages,Paperback,Published June 1st 2007 by Hay House (first published February 15th 2006),Nonfiction,Immaculée Ilibagiza
4594,"The Next Right Thing: A Simple, Soulful Practice for Making Life Decisions",4.29,6748,1005,,,256 pages,Hardcover,Published April 2nd 2019 by Fleming H. Revell Company,Nonfiction,Emily P. Freeman
4595,Nothing to Prove: Why We Can Stop Trying So Hard,4.31,4398,330,,English,6 pages,Audio CD,Published January 31st 2017 by Books on Tape,Christian,Jennie Allen
4596,Restless: Because You Were Made for More,4.17,3661,188,,English,240 pages,Paperback,Published January 14th 2014 by Thomas Nelson (first published January 7th 2014),Christian,Jennie Allen
4597,Reasonable Faith,4.25,3327,175,,English,350 pages,Paperback,Published October 7th 1994 by Crossway Books (first published 1984),Philosophy,William Lane Craig
4598,To Live Is Christ,4.33,2241,97,,English,348 pages,Kindle Edition,Published March 1st 2008 by B&H Books (first published December 1st 1997),Christian,Beth Moore
4599,A Passion Most Pure,3.96,6190,568,2.0,English,480 pages,Paperback,Published January 1st 2008 by Fleming H. Revell Company,Christian Fiction,Julie Lessman
4600,"Esther: It's Tough Being a Woman [With 6 DVDs and Leader Guide, Member Book]",4.58,7977,228,,English,0 pages,Paperback,Published November 1st 2008 by Lifeway Christian Resources,Christian,Beth Moore
4601,Eternity in Their Hearts: Startling Evidence of Belief in the One True God in Hundreds of Cultures Throughout the World,4.30,3617,184,,English,224 pages,Paperback,Published December 3rd 2005 by Regal Books (first published November 30th 1980),Christian,Don Richardson
4602,Ever After,4.28,12497,443,1.0,English,337 pages,Paperback,Published January 1st 2007 by Zondervan (first published December 19th 2006),Christian Fiction,Karen Kingsbury
4603,Epic: The Story God Is Telling and the Role That Is Yours to Play,4.02,3186,274,,English,112 pages,Hardcover,Published September 15th 2004 by Thomas Nelson (first published January 1st 2004),Christian,John Eldredge
4604,"Made to Crave: Satisfying Your Deepest Desire with God, Not Food",4.14,4924,344,,English,225 pages,Kindle Edition,Published December 2010 by Zondervan,Christian,Lysa TerKeurst
4605,Learning,4.29,8238,307,,English,352 pages,Paperback,Published June 19th 2011 by Zondervan (first published January 1st 2011),Christian Fiction,Karen Kingsbury
4606,The Rapture: In the Twinkling of an Eye,4.17,3794,166,,English,384 pages,Paperback,Published February 1st 2007 by Tyndale House Publishers (first published 2005),Christian,Tim LaHaye
4607,Chasing the Dragon: One Woman's Struggle Against the Darkness of Hong Kong's Drug Den,4.40,4065,237,,English,238 pages,Paperback,Published December 1st 2003 by Regal Books (first published 1980),Christian,Jackie Pullinger
4608,Coronavirus and Christ,4.31,4115,627,,,112 pages,Paperback,Published April 20th 2020 by Crossway Books (first published April 2020),Christian,John Piper
4609,Cross Roads,3.93,11389,1304,,English,304 pages,Hardcover,Published November 13th 2012 by FaithWords (first published 2012),Fiction,William Paul Young
4610,Knowing Scripture,4.29,2185,194,,English,125 pages,Paperback,Published January 28th 1978 by InterVarsity Press (first published 1960),Religion,R.C. Sproul
4611,On Guard: Defending Your Faith with Reason and Precision,4.36,2734,249,,English,288 pages,Paperback,Published March 1st 2010 by David C Cook,Christian,William Lane Craig
4612,Wonderland Creek,4.27,8184,1073,,English,385 pages,Paperback,Published October 2011 by Bethany House (first published 2011),Historical,Lynn Austin
4613,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,3.75,66458,5423,1.0,English,388 pages,Hardcover,Published October 1st 2007 by Simon & Schuster (first published 2007),Nonfiction,A.J. Jacobs
4614,Changes That Heal: The Four Shifts That Make Everything Better…And That Anyone Can Do,4.38,3816,318,,English,368 pages,Paperback,Published December 24th 1996 by Zondervan (first published 1992),Christian,Henry Cloud
4615,Daughter of Joy,3.82,8538,512,,English,355 pages,Trade Paperback,Published August 1st 1999 by Fleming H. Revell Company,Romance,Kathleen Morgan
4616,"Through Painted Deserts: Light, God, and Beauty on the Open Road",3.91,10275,500,,English,256 pages,Paperback,Published August 14th 2005 by Thomas Nelson (first published August 1st 2005),Nonfiction,Donald Miller
4617,What Did You Expect?: Redeeming the Realities of Marriage,4.31,3693,402,,English,287 pages,Hardcover,Published April 28th 2010 by Crossway Books (first published April 6th 2010),Marriage,Paul David Tripp
4618,Prayer: Does It Make Any Difference?,4.19,6329,451,,English,351 pages,Hardcover,Published September 13th 2006 by Zondervan (first published 2006),Prayer,Philip Yancey
4619,Against All Odds,4.06,8295,485,,English,336 pages,Paperback,Published February 1st 2009 by Fleming H. Revell Company,Christian Fiction,Irene Hannon
4620,Have a Little Faith: a True Story,4.18,82143,5460,,English,249 pages,Hardcover,Published September 29th 2009 by Hachette Books,Nonfiction,Mitch Albom
4621,The Five Love Languages of Children,4.17,23675,2173,,English,224 pages,Paperback,Published June 1st 1997 by Moody Publishers (first published May 28th 1995),Parenting,Gary Chapman
