,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
492,Alice's Adventures in Wonderland,4.00,345309,15182,,English,320 pages,Hardcover,Published by Pan Macmillan (first published 1865),Classics,Lewis Carroll
493,What If...,4.43,1670,375,1.0,English,34 pages,Hardcover,"Published April 10th 2018 by Little, Brown Books for Young Readers",Childrens,Samantha Berger
494,A History of Pictures: From the Cave to the Computer Screen,4.40,567,71,,English,360 pages,Hardcover,Published October 18th 2016 by Harry N. Abrams (first published 2016),Art,David Hockney
495,My Pen,4.02,1281,267,1.0,English,32 pages,Hardcover,"Published March 10th 2015 by Little, Brown Books for Young Readers (first published March 1st 2015)",Childrens,Christopher Myers
496,Perspective! for Comic Book Artists: How to Achieve a Professional Look in your Artwork,4.05,3502,43,,English,176 pages,Paperback,Published October 1st 1997 by Watson-Guptill,Art,David Chelsea
497,The Art of Star Wars: The Force Awakens,4.46,1724,172,,English,256 pages,Hardcover,Published December 18th 2015 by Harry N. Abrams,Media Tie In,Phil Szostak
498,Funny Bones: Posada and His Day of the Dead Calaveras,4.09,2233,526,7.0,English,40 pages,Hardcover,Published August 25th 2015 by Harry N. Abrams,Childrens,Duncan Tonatiuh
499,Draw!,3.95,1528,325,1.0,English,40 pages,Hardcover,Published September 16th 2014 by Simon & Schuster Books for Young Readers (first published January 1st 2014),Childrens,Raúl Colón
500,The Polaroid Book: Selections from the Polaroid Collections of Photography,4.08,2641,61,,English,351 pages,Hardcover,Published April 1st 2008 by Taschen (first published February 25th 2005),Art,Steve Crist
501,Alphonse Mucha: The Spirit of Art Nouveau,4.30,843,17,,English,344 pages,Hardcover,Published April 20th 1998 by Yale University Press (first published 1986),Art,Victor Arwas
502,"Renoir, My Father",4.06,740,77,,English,437 pages,Paperback,Published September 30th 2001 by NYRB Classics (first published 1958),Art,Jean Renoir
503,Keeping a Nature Journal: Discover a Whole New Way of Seeing the World Around You,4.26,1035,90,,English,213 pages,Paperback,"Published July 5th 2003 by Storey Publishing, LLC (first published January 1st 2000)",Environment,Clare Walker Leslie
504,"Drawing with Children: A Creative Method for Adult Beginners, Too",4.08,864,63,,English,304 pages,Paperback,Published June 4th 1996 by Tarcherperigee (first published 1986),Art,Mona Brookes
505,Why Have There Been No Great Women Artists?,4.36,820,89,,English,34 pages,Paperback,Published 1971 by ARTnews,Art,Linda Nochlin
506,M Train,4.00,38099,3766,4.0,English,256 pages,Hardcover,Published October 6th 2015 by Knopf,Nonfiction,Patti Smith
507,Contemporary Art: A Very Short Introduction,3.44,349,43,,English,168 pages,Paperback,"Published May 25th 2006 by Oxford University Press, USA (first published January 1st 2006)",Art,Julian Stallabrass
508,Artist to Artist: 23 Major Illustrators Talk to Children about Their Art,4.23,844,94,,English,105 pages,Hardcover,Published September 25th 2007 by Philomel Books,Art,Eric Carle
509,Picasso,3.73,1494,144,,English,144 pages,Paperback,Published September 1st 1984 by Dover Publications (first published 1938),Art,Gertrude Stein
510,Songs of Innocence and of Experience,4.10,45810,1213,,English,56 pages,Paperback,Published January 1st 2005 by Digireads.com (first published 1794),Poetry,William Blake
511,"Alfons Mucha, 1860-1939: Master of Art Nouveau",4.19,418,29,,English,96 pages,Paperback,Published April 1st 1997 by Taschen (first published 1993),Art,Renate Ulmer
512,The Unknown Masterpiece,3.84,4775,389,,English,160 pages,Paperback,Published August 31st 2000 by NYRB Classics (first published August 1831),Fiction,Honoré de Balzac
513,Louise Loves Art,4.03,1056,174,,English,48 pages,Hardcover,Published September 9th 2014 by Balzer + Bray,Childrens,Kelly Light
514,The Art of The Hobbit by J.R.R. Tolkien,4.31,6086,104,2.0,English,144 pages,Hardcover,Published October 27th 2011 by HarperCollins Publishers,Fantasy,Wayne G. Hammond
515,Water Paper Paint: Exploring Creativity with Watercolor and Mixed Media,4.08,741,44,,English,156 pages,Paperback,Published January 1st 2011 by Quarry Books,Art,Heather Smith Jones
516,Oil Painting Techniques and Materials,4.24,508,16,,,280 pages,Paperback,Published December 1st 1987 by Dover Publications,Art,Harold Speed
517,Ignore Everybody: and 39 Other Keys to Creativity,4.03,23174,581,,English,159 pages,Hardcover,Published June 11th 2009 by Portfolio (first published 2009),Nonfiction,Hugh MacLeod
518,The Book of Tea,3.86,13220,1492,,English,133 pages,Hardcover,Published 1989 by Tuttle (first published 1906),Nonfiction,Kakuzō Okakura
519,Lizzie Siddal: The Tragedy of a Pre-Raphaelite Supermodel,4.00,931,110,,English,256 pages,Unknown Binding,Published November 28th 2005 by Not Avail (first published 2004),Biography,Lucinda Hawksley
520,POPism: The Warhol Sixties,4.09,2060,121,,English,416 pages,Paperback,Published September 5th 2006 by Mariner Books (first published 1980),Art,Andy Warhol
521,"The Art of Animal Drawing: Construction, Action Analysis, Caricature",4.21,1454,14,,English,144 pages,Paperback,Published February 9th 1993 by Dover Publications,Art,Ken Hultgren
522,The Arthur Rackham Treasury: 86 Full-Color Illustrations,4.33,807,26,,English,96 pages,Paperback,Published August 15th 2005 by Dover Publications,Art,Jeff A. Menges
523,Women Artists and the Surrealist Movement,4.35,469,10,,English,256 pages,Paperback,Published May 17th 1991 by Thames Hudson (first published January 1st 1985),Art,Whitney Chadwick
524,The Visual Display of Quantitative Information,4.39,8017,565,,English,197 pages,Hardcover,Published 2001 by Graphics Press (first published 1983),Design,Edward R. Tufte
525,The Photograph as Contemporary Art,3.95,3393,55,,English,224 pages,Paperback,Published March 28th 2005 by Thames & Hudson (first published November 1st 2004),Art,Charlotte Cotton
526,Introductory Lectures on Aesthetics,3.86,1133,56,,English,197 pages,Paperback,Published April 1st 2004 by Penguin Books Ltd (first published 1835),Philosophy,Georg Wilhelm Friedrich Hegel
527,Hilma af Klint: Paintings for the Future,4.53,250,19,,English,244 pages,Hardcover,Published October 23rd 2018 by Guggenheim Museum,Art,Hilma af Klint
528,Bibliophile: An Illustrated Miscellany,4.33,4746,957,,English,224 pages,Hardcover,Published 2018 by Chronicle Books,Nonfiction,Jane Mount
529,The Art of Tim Burton,4.65,971,53,,English,434 pages,Hardcover,Published 2009 by Steeles Publishing (first published September 1st 1999),Art,Tim Burton
530,And the Pursuit of Happiness,4.30,6501,350,,English,471 pages,Hardcover,Published October 14th 2010 by Penguin Press,Art,Maira Kalman
531,Classical Art: From Greece to Rome,4.09,281,15,,English,298 pages,Paperback,"Published July 19th 2001 by Oxford University Press, USA",Art,Mary Beard
532,Charles Bargue and Jean-Leon Gerome: Drawing Course,4.57,342,14,,English,336 pages,Hardcover,Published October 31st 2007 by Art Creation Realisation (first published October 31st 2003),Art,Gerald M. Ackerman
533,www HR Giger com,4.18,1238,13,,English,240 pages,Hardcover,Published January 1st 2007 by Taschen (first published 1997),Art,H.R. Giger
534,Artemisia,3.93,5474,167,1.0,English,427 pages,Paperback,Published September 21st 2001 by Grove Press (first published March 22nd 1999),Historical,Alexandra Lapierre
535,Transfigurations,4.24,3044,19,1.0,English,176 pages,Paperback,Published November 9th 2004 by Inner Traditions (first published 2001),Art,Alex Grey
536,Imagine!,3.96,751,186,,English,40 pages,Hardcover,Published September 11th 2018 by Simon Schuster Books for Young Readers,Childrens,Raúl Colón
537,Meetings with Remarkable Manuscripts,4.43,1245,249,4.0,English,632 pages,Hardcover,Published September 22nd 2016 by Allen Lane,History,Christopher de Hamel
538,Hiroshige,4.15,431,24,,English,96 pages,Paperback,Published October 1st 2007 by Taschen (first published January 1st 2007),Art,Adele Schlombs
539,"The Decorated Page: Journals, Scrapbooks Albums Made Simply Beautiful",4.11,4890,47,,English,128 pages,Paperback,Published August 1st 2003 by Lark Books (first published October 28th 2002),Art,Gwen Diehn
540,Men to Avoid in Art and Life,3.95,1680,412,,,96 pages,Hardcover,Published August 11th 2020 by Chronicle Books,Humor,Nicole Tersigni
541,The Art of Frozen,4.40,2531,135,,English,160 pages,Hardcover,Published December 3rd 2013 by Chronicle Books (first published November 1st 2013),Art,Charles Solomon
542,Black: The History of a Color,4.09,610,62,,English,211 pages,Hardcover,Published November 16th 2008 by Princeton University Press (first published October 2008),Art,Michel Pastoureau
543,Camille and the Sunflowers: A Story About Vincent van Gogh,4.11,760,97,,English,32 pages,Hardcover,Published August 1st 1994 by Sourcebooks Explore,Art,Laurence Anholt
544,Subway Art,4.18,2315,54,,English,104 pages,Paperback,Published September 15th 1988 by Holt McDougal (first published January 1st 1984),Art,Martha Cooper
545,Alexandria: In Which the Extraordinary Correspondence of Griffin & Sabine Unfolds,4.16,2670,113,,English,58 pages,Hardcover,Published September 1st 2002 by Chronicle Books,Fiction,Nick Bantock
546,"Think Like an Artist: and Lead a More Creative, Productive Life",3.87,1772,194,,,208 pages,Hardcover,Published April 12th 2016 by Harry N. Abrams (first published May 2015),Art,Will Gompertz
547,"Boom: Mad Money, Mega Dealers, and the Rise of Contemporary Art",3.88,694,79,,,464 pages,Hardcover,Published May 21st 2019 by PublicAffairs,Art,Michael Shnayerson
548,"Leonardo Da Vinci, 1452-1519",4.34,752,21,,English,96 pages,Paperback,Published May 1st 2000 by Taschen,Art,Frank Zöllner
549,The Fantastic Jungles of Henri Rousseau,4.17,676,116,1.0,English,34 pages,Hardcover,Published September 1st 2012 by Eerdmans Books,Childrens,Michelle Markel
550,Man with a Blue Scarf: On Sitting for a Portrait by Lucian Freud,4.36,814,85,,English,256 pages,Hardcover,Published October 15th 2010 by Thames Hudson (first published 2010),Art,Martin Gayford
551,The Madonnas of Leningrad,3.78,17493,2266,,English,228 pages,Paperback,Published February 20th 2007 by Harper Perennial (first published 2006),Historical,Debra Dean
552,"Rendering in Pen and Ink: The Classic Book on Pen and Ink Techniques for Artists, Illustrators, Architects, and Designers",4.23,515,26,,English,256 pages,Paperback,Published August 1st 1997 by Watson-Guptill (first published September 1st 1976),Art,Arthur L. Guptill
553,Rothko,4.16,671,29,,English,96 pages,Paperback,Published 2003 by Taschen,Art,Jacob Baal-Teshuva
554,"Hey, Kiddo: How I Lost My Mother, Found My Father, and Dealt with Family Addiction",4.14,30669,3473,11.0,English,320 pages,Paperback,Published October 9th 2018 by Graphix,Sequential Art,Jarrett J. Krosoczka
555,"Artcurious: Stories of the Unexpected, Slightly Odd, and Strangely Wonderful in Art History",3.88,1088,163,,English,288 pages,Paperback,Published September 15th 2020 by Penguin Books,Nonfiction,Jennifer Dasal
556,Women in Art: 50 Fearless Creatives Who Inspired the World,4.36,672,111,,,128 pages,Hardcover,Published September 10th 2019 by Ten Speed Press,Nonfiction,Rachel Ignotofsky
557,Making Comics,4.44,873,159,,English,200 pages,Paperback,Published November 5th 2019 by Drawn and Quarterly (first published May 2019),Art,Lynda Barry
558,Autumn,3.69,67910,6228,2.0,English,264 pages,Hardcover,Published October 20th 2016 by Hamish Hamilton,Fiction,Ali Smith
559,Caravaggio: The Complete Works,4.62,330,32,,English,306 pages,Hardcover,Published December 1st 2009 by Taschen (first published 2009),Art,Sebastian Schütze
560,"The Social History of Art, Volume 1: From Prehistoric Times to the Middle Ages",4.13,259,21,,English,360 pages,Paperback,Published December 31st 1990 by Routledge (first published 1951),Art,Arnold Hauser
561,Graffiti Moon,3.88,19826,2099,6.0,English,264 pages,Paperback,Published August 1st 2010 by Pan Macmillan Australia,Young Adult,Cath Crowley
562,,,,,,,,,,,
563,Annie Leibovitz at Work,4.11,5278,261,,English,240 pages,Hardcover,Published November 18th 2008 by Random House (first published January 1st 2008),Art,Annie Leibovitz
564,How Art Made the World,4.09,247,13,,English,288 pages,Paperback,Published November 27th 2006 by Basic Books (first published April 28th 2005),Art,Nigel Spivey
565,American Visions: The Epic History of Art in America,4.27,531,38,1.0,English,648 pages,Hardcover,Published April 22nd 1997 by Knopf (first published January 1st 1997),Art,Robert Hughes
566,Drawing the Human Head,4.21,1339,21,,English,160 pages,Paperback,Published February 1st 1989 by Watson-Guptill (first published 1965),Art,Burne Hogarth
567,"The Conspiracy of Art: Manifestos, Interviews, Essays",3.93,713,29,,English,248 pages,Paperback,Published August 19th 2005 by Semiotext(e) (first published 1999),Art,Jean Baudrillard
568,The Improbability of Love,3.68,14470,1841,2.0,English,408 pages,Hardcover,Published November 3rd 2015 by Knopf (first published April 22nd 2015),Fiction,Hannah Rothschild
569,Myth and Magic: The Art of John Howe,4.38,528,35,,English,141 pages,Hardcover,Published December 1st 2001 by HarperCollins UK (first published January 1st 2001),Art,John Howe
570,"PostSecret: Confessions on Life, Death, and God",4.35,4858,258,,English,276 pages,Hardcover,Published October 6th 2009 by William Morrow,Nonfiction,Frank Warren
571,The Civilization of the Renaissance in Italy,3.93,2952,122,,English,400 pages,Paperback,Published June 28th 1990 by Penguin Classics (first published 1860),History,Jacob Burckhardt
572,The Complete Maus,4.56,192730,12014,2.0,English,296 pages,Paperback,Published October 2nd 2003 by Penguin Books (first published 1980),Sequential Art,Art Spiegelman
573,Mastering Composition: Techniques and Principles to Dramatically Improve Your Painting,4.36,328,36,,English,144 pages,Hardcover,Published November 29th 2007 by North Light Books,Art,Ian Roberts
574,Art: A New History,3.94,278,36,,English,777 pages,Hardcover,Published September 30th 2003 by Harper (first published August 14th 2003),Art,Paul Johnson
575,Immediate Family,4.20,5822,53,,English,78 pages,Paperback,Published May 2nd 2001 by Phaidon Press (first published 1992),Art,Sally Mann
576,Art and Culture: Critical Essays,3.89,531,23,,English,288 pages,Paperback,Published June 1st 1971 by Beacon Press,Art,Clement Greenberg
577,"Women, Art, and Power and Other Essays",4.25,323,20,,English,208 pages,Paperback,Published October 20th 1989 by Westview Press (first published 1988),Art,Linda Nochlin
578,Brian Froud's World of Faerie,4.45,2121,38,,English,168 pages,Hardcover,Published August 24th 2007 by Insight Editions,Fantasy,Brian Froud
579,The Country Diary of an Edwardian Lady,4.29,1999,246,,English,176 pages,Hardcover,Published May 1st 2006 by Top That! Publishing (first published August 1977),Nonfiction,Edith Holden
580,A Perfect Red,3.88,2887,251,1.0,English,352 pages,Paperback,Published April 25th 2006 by Harper Perennial (first published 2005),History,Amy Butler Greenfield
581,"How to See: Looking, Talking, and Thinking about Art",3.56,378,48,,English,288 pages,Hardcover,Published October 18th 2016 by W. W. Norton Company,Art,David Salle
582,Freehand: Sketching Tips and Tricks Drawn from Art,3.84,403,57,,English,224 pages,Paperback,Published September 10th 2013 by Chronicle Books,Art,Helen Birch
583,"Pablo Picasso, 1881-1973: Genius of the Century",4.24,768,29,,English,96 pages,Paperback,Published May 17th 2000 by Taschen (first published August 3rd 1990),Art,Ingo F. Walther
584,Maus I: A Survivor's Tale: My Father Bleeds History,4.37,304841,8654,4.0,English,159 pages,Hardcover,Published November 1st 1991 by Pantheon Books (first published August 12th 1986),Sequential Art,Art Spiegelman
585,Art Objects: Essays on Ecstasy and Effrontery,4.07,2235,162,,English,192 pages,Paperback,Published February 4th 1997 by Vintage (first published 1995),Nonfiction,Jeanette Winterson
586,Sister Wendy's 1000 Masterpieces,4.27,714,39,,,,,,Art,Wendy Beckett
587,Charley Harper: An Illustrated Life,4.45,1185,71,,English,421 pages,Hardcover,Published June 1st 2007 by Ammo Books (first published 2007),Art,Todd Oldham
588,What Painting Is,4.10,487,38,,English,256 pages,Paperback,Published March 31st 2000 by Routledge (first published 1998),Art,James Elkins
589,Art of the Twentieth Century,4.25,250,8,,English,840 pages,Hardcover,Published December 1st 2000 by Taschen (first published 1998),Art,Ingo F. Walther
590,Reductionism in Art and Brain Science: Bridging the Two Cultures,4.15,673,85,,English,,ebook,Published August 30th 2016 by Columbia University Press,Art,Eric R. Kandel
591,Adulthood Is a Myth,4.12,121548,7643,1.0,English,112 pages,Paperback,Published March 8th 2016 by Andrews McMeel Publishing,Sequential Art,Sarah Andersen
592,"Sketch!: The Non-Artist's Guide to Inspiration, Technique, and Drawing Daily Life",4.02,641,80,,,144 pages,Paperback,Published November 15th 2014 by Watson-Guptill (first published November 4th 2014),Art,France Belleville-Van Stone
593,How to Write About Contemporary Art,4.17,432,38,,,264 pages,Paperback,Published October 14th 2014 by Thames Hudson (first published September 1st 2014),Art,Gilda Williams
594,Lisette's List,3.81,5837,942,,English,433 pages,Kindle Edition,Published August 26th 2014 by Random House (first published 2014),Historical,Susan Vreeland
595,"Cabinet of Curiosities: My Notebooks, Collections, and Other Obsessions",4.54,1350,144,,English,263 pages,Hardcover,Published October 29th 2013 by Harper Design (first published 2013),Nonfiction,Guillermo del Toro
596,The Museum,4.04,841,132,,English,32 pages,Hardcover,Published March 12th 2013 by Harry N. Abrams (first published March 1st 2013),Childrens,Susan Verde
597,Imagine: How Creativity Works,3.92,45234,1758,,English,279 pages,Hardcover,Published March 19th 2012 by Houghton Mifflin Harcourt,Nonfiction,Jonah Lehrer
598,Drawing Down the Moon: The Art of Charles Vess,4.39,620,41,1.0,English,200 pages,Hardcover,Published December 29th 2009 by Dark Horse Books (first published December 2009),Art,Charles Vess
599,La tabla de Flandes,3.79,22882,1200,2.0,Spanish,412 pages,Paperback,Published September 28th 2005 by Debolsillo (first published 1990),Mystery,Arturo Pérez-Reverte
600,Katie Meets the Impressionists,4.28,559,65,,,32 pages,Paperback,Published May 1st 2007 by Scholastic Paperbacks (first published 1997),Art,James Mayhew
601,Vision and Art: The Biology of Seeing,4.17,383,28,,English,208 pages,Hardcover,Published May 7th 2002 by Harry N. Abrams (first published 2002),Art,Margaret S. Livingstone
602,Loot: The Battle over the Stolen Treasures of the Ancient World,3.94,1890,138,,English,376 pages,Hardcover,Published October 28th 2008 by Times Books (first published October 23rd 2008),Nonfiction,Sharon Waxman
603,Pop Surrealism: The Rise of Underground Art,4.06,1902,17,,English,156 pages,Hardcover,Published September 1st 2004 by Last Gasp,Art,Kirsten Anderson
604,Graffiti Women: Street Art from Five Continents,4.23,819,29,,English,222 pages,Hardcover,Published November 1st 2006 by Harry N. Abrams (first published January 1st 2006),Art,Nicholas Ganz
605,How to Draw Animals,4.13,1081,18,,English,128 pages,Paperback,Published January 15th 1983 by TarcherPerigee (first published 1969),Art,Jack Hamm
606,Creating Textures in Pen & Ink with Watercolor,4.35,440,25,,English,136 pages,Paperback,Published January 29th 2005 by North Light Books (first published September 1995),Art,Claudia Nice
607,Dungeons & Dragons Art & Arcana: A Visual History,4.61,1672,233,2.0,English,439 pages,Hardcover,Published October 23rd 2018 by Ten Speed Press,Fantasy,Michael Witwer
608,I'd Rather Be Reading: A Library of Art for Book Lovers,3.55,1668,380,,,96 pages,Hardcover,Published August 15th 2017 by Chronicle Books,Nonfiction,Guinevere de la Mare
609,The Girl You Left Behind,4.01,155787,11402,1.0,English,480 pages,Paperback,Published June 24th 2014 by Penguin Books (first published September 27th 2012),Historical,Jojo Moyes
610,Infinity Net: The Autobiography of Yayoi Kusama,4.08,1079,116,,English,256 pages,Hardcover,Published January 30th 2012 by University of Chicago Press (first published March 31st 2003),Art,Yayoi Kusama
611,The Greater Journey: Americans in Paris,3.93,19185,2325,3.0,English,558 pages,Hardcover,Published May 24th 2011 by Simon & Schuster Adult Publishing Group,History,David McCullough
612,The Autobiography of Alice B. Toklas,3.55,12026,893,,English,252 pages,Paperback,Published March 17th 1990 by Vintage (first published 1933),Nonfiction,Gertrude Stein
613,Picture This: The Near-Sighted Monkey Book,4.30,1705,168,,English,204 pages,Hardcover,Published November 9th 2010 by Drawn and Quarterly (first published March 3rd 2009),Art,Lynda Barry
614,Color Choices: Making Color Sense Out of Color Theory,4.26,347,17,,English,144 pages,Paperback,Published February 1st 2002 by Watson-Guptill (first published January 1st 1989),Art,Stephen Quiller
615,The Magical Garden of Claude Monet,4.16,464,70,,English,32 pages,Paperback,Published October 1st 2007 by B.E.S. (first published September 1st 2003),Art,Laurence Anholt
616,Making the Mummies Dance: Inside the Metropolitan Museum of Art,3.84,1004,95,,English,448 pages,Paperback,Published February 15th 1994 by Touchstone (first published 1993),Art,Thomas Hoving
617,Georgia O'Keeffe,4.25,1333,33,,English,224 pages,Paperback,Published September 29th 1977 by Penguin Books (first published 1974),Art,Georgia O'Keeffe
618,Seen Art?,4.11,863,102,,English,48 pages,Hardcover,Published May 1st 2005 by Viking Books for Young Readers,Childrens,Jon Scieszka
619,Envisioning Information,4.23,7751,239,,English,126 pages,Hardcover,Published December 1992 by Graphics Press (first published May 1990),Design,Edward R. Tufte
620,Joseph Cornell: Master of Dreams,4.18,1255,25,,English,152 pages,Hardcover,Published May 7th 2002 by Harry N. Abrams (first published January 1st 1977),Art,Diane Waldman
621,Bauhaus 1919-1933,4.22,582,22,,English,256 pages,Hardcover,Published June 1st 2006 by Taschen (first published January 1st 1990),Art,Magdalena Droste
622,The Pre-Raphaelites,4.09,285,9,,English,160 pages,Paperback,Published June 30th 2001 by Seven Dials (first published 1981),Art,Christopher Wood
623,The Artist's Complete Guide to Drawing the Head,4.30,952,31,,,160 pages,Paperback,Published January 1st 2004 by Watson-Guptill,Art,William Maughan
624,Learning to Love You More,4.14,3127,149,,English,158 pages,Paperback,Published September 20th 2007 by Prestel Publishing,Art,Harrell Fletcher
625,"Οι βίοι των πλέον εξαίρετων ζωγράφων, γλυπτών και αρχιτεκτόνων. Οι δύο αφιερώσεις και το προοίμιο",5.00,1,1,,"Greek, Modern (1453-)",112 pages,Paperback,Published April 1997 by Εκδόσεις Πατάκη,Art,Giorgio Vasari
626,The Voynich Manuscript,4.28,836,145,,Undetermined,240 pages,ebook,Published (first published 1438),Art,Unknown
627,So Much Longing in So Little Space: The Art of Edvard Munch,3.92,916,107,,,240 pages,Kindle Edition,Published March 26th 2019 by Penguin Books (first published May 2nd 2017),Art,Karl Ove Knausgård
628,"Silent Days, Silent Dreams",4.25,924,300,1.0,,64 pages,Hardcover,Published October 31st 2017 by Arthur A. Levine Books,Childrens,Allen Say
629,Hiroshige: One Hundred Famous Views of Edo,4.63,337,44,,English,294 pages,Hardcover,Published January 1st 2008 by Taschen (first published 1856),Art,Melanie Trede
630,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",4.16,198947,14127,1.0,English,371 pages,Paperback,Published October 29th 2013 by Gallery Books,Humor,Allie Brosh
631,The Art of My Neighbor Totoro,4.58,1390,59,,English,173 pages,Hardcover,Published November 8th 2005 by VIZ Media LLC (first published 1988),Art,Hayao Miyazaki
632,The Art of the Disney Princess,4.10,1000,52,,English,176 pages,Hardcover,Published October 6th 2009 by Disney Editions (first published 2009),Art,Glen Keane
633,Tales from Outer Suburbia,4.32,9286,1451,15.0,English,96 pages,Hardcover,Published October 28th 2008 by McClelland & Stewart (first published 2008),Sequential Art,Shaun Tan
634,The Elements of Drawing,3.81,227,14,,English,256 pages,Paperback,Published June 1st 1971 by Dover Publications (first published 1857),Art,John Ruskin
635,Japanese Prints,4.27,499,9,,English,240 pages,Paperback,Published December 1st 2002 by Taschen (first published 1999),Art,Gabriele Fahr-Becker
636,Drawing Words and Writing Pictures,4.09,1744,50,,English,274 pages,Paperback,Published June 10th 2008 by First Second,Art,Jessica Abel
637,Close to the Knives: A Memoir of Disintegration,4.46,3208,328,1.0,English,288 pages,Paperback,Published May 7th 1991 by Vintage,Nonfiction,David Wojnarowicz
638,"Georgia O'Keeffe, 1887-1986: Flowers in the Desert",4.19,512,30,,English,96 pages,Paperback,Published February 1st 2001 by Taschen (first published September 1st 1994),Art,Britta Benke
639,Vincent Can't Sleep: Van Gogh Paints the Night Sky,4.13,639,129,,English,40 pages,Hardcover,Published October 3rd 2017 by Alfred A. Knopf Books for Young Readers,Childrens,Barb Rosenstock
640,The Girl Who Drew Butterflies: How Maria Merian's Art Changed Science,4.33,1549,423,1.0,,120 pages,Hardcover,Published February 20th 2018 by Houghton Mifflin Harcourt (first published February 2018),Biography,Joyce Sidman
641,Landscapes: John Berger on Art,4.14,319,44,,English,272 pages,ebook,Published November 8th 2016 by Verso (first published October 25th 2016),Art,John Berger
642,Bruegel: The Complete Paintings,4.29,367,14,,English,96 pages,Paperback,Published 2007 by Taschen (first published August 30th 1994),Art,Rose-Marie Hagen
643,"J.M.W. Turner, 1775 - 1851: The World of Light and Colour",3.97,366,19,,English,96 pages,Paperback,Published May 17th 2000 by Taschen (first published 1991),Art,Michael Bockemühl
644,Understanding a Photograph,3.93,1066,81,,English,219 pages,Paperback,Published November 7th 2013 by Penguin Books,Art,John Berger
645,The Birth of Tragedy,3.99,16067,731,,English,160 pages,Paperback,Published November 27th 2003 by Penguin Classics (first published 1871),Philosophy,Friedrich Nietzsche
646,The Journal Junkies Workshop: Visual Ammunition for the Art Addict,4.09,2716,42,,English,160 pages,Paperback,Published May 20th 2010 by North Light Books (first published April 22nd 2010),Art,Eric M. Scott
647,A Concise History of Modern Painting,3.90,250,22,,English,392 pages,Paperback,Published February 17th 1985 by Thames Hudson (first published January 1st 1959),Art,Herbert Read
648,Secret Lives of Great Artists: What Your Teachers Never Told You about Master Painters and Sculptors,3.88,1304,104,,English,287 pages,Paperback,Published July 1st 2008 by Quirk Books (first published 2008),Art,Elizabeth Lunday
649,Keith Haring Journals,4.22,883,108,,English,336 pages,Paperback,Published July 1st 1997 by Penguin Books (first published January 1st 1996),Art,Keith Haring
650,The Success and Failure of Picasso,4.00,541,62,,English,240 pages,Paperback,Published November 30th 1993 by Vintage (first published 1965),Art,John Berger
651,M.C. Escher: 29 Mater Prints,4.26,1397,19,,English,62 pages,Paperback,Published April 15th 1983 by Harry N. Abrams,Art,M.C. Escher
652,Landscape and Memory,4.19,1117,103,2.0,English,672 pages,Paperback,Published November 5th 1996 by Vintage (first published April 4th 1995),History,Simon Schama
653,The Complete Pin-Ups,4.43,579,23,,,272 pages,Hardcover,Published January 1st 2008 by Taschen (first published January 1st 1999),Art,Gil Elvgren
654,From Bauhaus to Our House,3.76,3622,325,,English,128 pages,Paperback,Published October 5th 1999 by Bantam (first published 1981),Architecture,Tom Wolfe
655,Magritte,4.25,550,9,,English,216 pages,Hardcover,Published January 1st 2007 by Taschen (first published 1988),Art,René Magritte
656,Bluets,4.14,34904,4175,,English,112 pages,Paperback,Published October 1st 2009 by Wave Books,Poetry,Maggie Nelson
657,Banksy.: You Are an Acceptable Level of Threat,4.16,1280,54,,English,228 pages,Hardcover,Published August 15th 2012 by Carpet Bombing Culture (first published July 1st 2012),Art,Gary Shove
658,101 Things to Learn in Art School,3.77,483,42,,English,224 pages,Hardcover,Published October 21st 2011 by MIT Press (first published September 14th 2011),Art,Kit White
659,Laocoon: An Essay on the Limits of Painting and Poetry,4.02,739,31,,English,296 pages,Paperback,Published February 1st 1984 by Johns Hopkins University Press (first published 1766),Art,Gotthold Ephraim Lessing
660,,,,,,,,,,,
661,Image - Music - Text,4.10,3672,69,,English,220 pages,Paperback,Published September 13th 1993 by Fontana Press (first published 1977),Philosophy,Roland Barthes
662,Human Anatomy for Artists: The Elements of Form,4.35,342,6,,English,368 pages,Hardcover,"Published November 7th 1991 by Oxford University Press, USA",Art,Eliot Goldfinger
663,Perspective as Symbolic Form,4.10,564,20,,English,200 pages,Hardcover,Published November 1st 1991 by Zone Books (first published 1927),Art,Erwin Panofsky
664,Mind in the Cave: Consciousness and the Origins of Art,4.13,708,77,1.0,English,320 pages,Paperback,Published April 17th 2004 by Thames Hudson (first published 2002),History,James David Lewis-Williams
665,Michelangelo,4.28,570,22,,English,96 pages,Paperback,Published May 1st 2000 by Taschen (first published 1998),Art,Gilles Néret
666,The Marriage of Heaven and Hell: In Full Color,4.20,10016,530,,English,48 pages,Paperback,Published September 1st 1994 by Dover Publications (first published 1790),Poetry,William Blake
667,Things from the Flood,4.38,1320,153,,English,130 pages,Hardcover,Published June 2016 by Free League Publishing,Science Fiction,Simon Stålenhag
668,Through the Woods,3.94,75467,9686,9.0,English,208 pages,Hardcover,Published July 15th 2014 by Margaret K. McElderry Books (first published July 1st 2014),Sequential Art,Emily Carroll
