,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
830,The Night Gardener,4.17,6064,911,2.0,English,48 pages,Hardcover,Published February 16th 2016 by Simon & Schuster Books for Young Readers (first published February 2016),Childrens,Terry Fan
831,Journey,4.37,12610,2052,3.0,English,40 pages,Hardcover,Published August 6th 2013 by Candlewick Press,Childrens,Aaron Becker
832,The Legend of Korra: The Art of the Animated Series Book One: Air,4.56,1939,90,,English,144 pages,Hardcover,Published July 17th 2013 by Dark Horse Books,Art,Michael Dante DiMartino
833,Towards a New Architecture,3.95,4313,157,,English,289 pages,Paperback,Published February 1st 1985 by Dover Publications (first published 1923),Architecture,Le Corbusier
834,Magritte's Marvelous Hat,3.90,679,157,,English,32 pages,Hardcover,Published April 17th 2012 by Clarion Books,Childrens,D.B. Johnson
835,The Hearing Trumpet,4.01,6104,906,,English,199 pages,Paperback,Published February 2nd 2004 by Exact Change (first published 1974),Fiction,Leonora Carrington
836,Hawthorne on Painting,4.13,496,16,,English,96 pages,Paperback,Published June 1st 1960 by Dover Publications,Art,Charles Webster Hawthorne
837,Vermeer's Hat: The Seventeenth Century and the Dawn of the Global World,3.84,2149,216,1.0,English,272 pages,Hardcover,Published December 26th 2007 by Bloomsbury Publishing PLC,History,Timothy Brook
838,Mauve: How One Man Invented a Colour That Changed the World,3.68,1729,168,,English,224 pages,Paperback,Published May 17th 2002 by W. W. Norton Company (first published September 4th 2000),History,Simon Garfield
839,The Guerilla Art Kit: Everything You Need to Put Your Message Out into the World,4.14,1040,42,,English,144 pages,Hardcover,Published July 26th 2007 by Princeton Architectural Press (first published January 1st 2007),Art,Keri Smith
840,People of the Book,4.02,136963,12398,7.0,English,372 pages,Hardcover,Published October 1st 2008 by Viking Books (first published January 1st 2008),Historical,Geraldine Brooks
841,Action Jackson,3.90,421,67,1.0,,32 pages,Paperback,Published April 17th 2007 by Square Fish (first published September 1st 2002),Art,Jan Greenberg
842,The journey is the destination : the journals of Dan Eldon,4.22,2227,96,,,,,,Art,Dan Eldon
843,Second Place,3.72,16678,1971,3.0,English,186 pages,Hardcover,"Published May 4th 2021 by Farrar, Straus and Giroux (first published 2021)",Fiction,Rachel Cusk
844,The Masterpiece,3.83,24351,2277,,English,368 pages,Hardcover,Published August 7th 2018 by Dutton,Historical,Fiona Davis
845,The Art of the Mass Effect Universe,4.47,1260,65,,English,184 pages,Hardcover,Published February 21st 2012 by Dark Horse (first published February 8th 2012),Art,Casey Hudson
846,Station Eleven,4.07,444945,50729,15.0,English,333 pages,Hardcover,Published September 9th 2014 by Knopf,Fiction,Emily St. John Mandel
847,The Art of Whimsical Lettering,4.10,862,80,,English,135 pages,Paperback,Published March 20th 2014 by Interweave Press (first published March 17th 2014),Art,Joanne Sharpe
848,Cézanne,4.22,437,16,,English,96 pages,Paperback,Published January 1st 2001 by Taschen (first published October 1st 1995),Art,Ulrike Becks-Malorny
849,Go: A Kidd's Guide to Graphic Design,4.10,1887,295,1.0,English,150 pages,Hardcover,Published October 8th 2013 by Workman Publishing Company,Nonfiction,Chip Kidd
850,My Ideal Bookshelf,3.72,2051,401,,English,226 pages,Hardcover,"Published November 13th 2012 by Little, Brown and Company",Nonfiction,Jane Mount
851,The Art of Up,4.42,1703,33,,English,160 pages,Hardcover,Published May 27th 2009 by Chronicle Books,Art,Tim Hauser
852,Inside the Painter's Studio,4.22,789,28,,,240 pages,Paperback,Published September 2nd 2009 by Princeton Architectural Press (first published 2009),Art,Joe Fig
853,Cathedral: The Story of Its Construction,4.26,2143,177,3.0,English,80 pages,Paperback,Published October 26th 1981 by Clarion Books (first published 1973),History,David Macaulay
854,Proust Was a Neuroscientist,3.84,8800,725,,English,256 pages,Kindle Edition,Published June 1st 2018 by Mariner Books (first published 2007),Nonfiction,Jonah Lehrer
855,Loving Frank,3.76,96250,9772,1.0,English,362 pages,Hardcover,Published August 7th 2007 by Ballantine Books,Historical,Nancy Horan
856,The Mysteries of Harris Burdick,4.52,6554,700,2.0,English,16 pages,Unknown Binding,Published October 28th 1996 by Clarion Books (first published 1984),Childrens,Chris Van Allsburg
857,Spectrum 1: The Best in Contemporary Fantastic Art,4.37,250,10,1.0,English,176 pages,Paperback,Published October 29th 2003 by Underwood Books (first published October 1994),Art,Arnie Fenner
858,Drawing Scenery: Seascapes and Landscapes,4.15,436,10,,English,120 pages,Paperback,Published September 22nd 1988 by Tarcherperigee (first published 1972),Art,Jack Hamm
859,Ansel Adams: 400 Photographs,4.34,1835,59,,English,440 pages,Hardcover,"Published October 29th 2007 by Little, Brown and Company",Art,Ansel Adams
860,Carlson's Guide to Landscape Painting,4.41,623,35,,English,144 pages,Paperback,Published June 1st 1973 by Dover Publications,Art,John F. Carlson
861,Banging Your Head Against a Brick Wall,4.04,1040,27,,English,48 pages,Paperback,Published October 10th 2001 by Weapons of Mass Distraction,Art,Banksy
862,Tim Burton,4.28,818,36,,English,64 pages,Paperback,Published November 12th 2009 by Museum of Modern Art,Art,Ron Magliozzi
863,Portrait of a Thief,3.51,18877,4064,,English,384 pages,Hardcover,Published April 5th 2022 by Tiny Reparations Books,Fiction,Grace D. Li
864,Still Life,4.18,38930,4058,1.0,,464 pages,Hardcover,Published November 2nd 2021 by G.P. Putnam's Sons (first published June 1st 2021),Historical,Sarah Winman
865,A Boy Named Isamu: A Story of Isamu Noguchi,3.79,513,110,1.0,English,31 pages,Hardcover,Published June 15th 2021 by Viking Books for Young Readers,Childrens,James Yang
866,The People's Painter: How Ben Shahn Fought for Justice with Art,4.19,562,157,2.0,,48 pages,Hardcover,Published April 20th 2021 by Harry N. Abrams,Childrens,Cynthia Levinson
867,Make Your Art No Matter What: Moving Beyond Creative Hurdles,4.01,624,110,,,208 pages,Paperback,Published April 6th 2021 by Chronicle Books (first published 2021),Art,Beth Pickens
868,This Is What I Know About Art,4.18,1257,175,,English,64 pages,Paperback,Published June 2nd 2020 by Penguin Workshop,Nonfiction,Kimberly Drew
869,Leonardo Da Vinci. the Graphic Work,4.47,295,23,,,776 pages,Hardcover,Published November 20th 2014 by Taschen (first published 2014),Art,Frank Zöllner
870,The Art of Art History: A Critical Anthology,3.95,391,13,,English,608 pages,Paperback,"Published June 25th 1998 by Oxford University Press, USA (first published April 30th 1998)",Art,Donald Preziosi
871,Between the Lines: How Ernie Barnes Went from the Football Field to the Art Gallery,4.29,763,201,2.0,,48 pages,Hardcover,Published January 23rd 2018 by Simon Schuster/Paula Wiseman Books (first published January 2018),Biography,Sandra Neil Wallace
872,Keith Haring: The Boy Who Just Kept Drawing,4.22,762,151,2.0,English,40 pages,Hardcover,Published February 14th 2017 by Dial Books,Childrens,Kay Haring
873,The Legend of Zelda: Art & Artifacts,4.51,1484,114,,English,427 pages,Hardcover,Published February 21st 2017 by Dark Horse Books,Art,Nintendo
874,Rules of Summer,4.12,3740,697,7.0,English,48 pages,Hardcover,Published June 1st 2014 by Holder Children's Division (first published October 8th 2013),Childrens,Shaun Tan
875,The Artist's Way Every Day: A Year of Creative Living,3.91,29495,91,,English,413 pages,Paperback,Published October 1st 2009 by Tarcherperigee (first published 2009),Art,Julia Cameron
876,Lost & Found,4.19,8587,688,,English,128 pages,Hardcover,Published March 1st 2011 by Arthur A. Levine Books,Sequential Art,Shaun Tan
877,The Art of Alice: Madness Returns,4.56,1203,74,,English,184 pages,Hardcover,Published April 26th 2011 by Dark Horse Books,Art,Dave Marshall
878,Page by Paige,3.93,8909,1027,3.0,English,192 pages,Paperback,Published May 1st 2011 by Amulet Paperbacks,Sequential Art,Laura Lee Gulledge
879,"Universal Principles of Design: 100 Ways to Enhance Usability, Influence Perception, Increase Appeal, Make Better Design Decisions, and Teach Through Design",4.15,5649,171,,English,216 pages,Hardcover,Published October 1st 2003 by Rockport Publishers,Design,William Lidwell
880,The Human Figure,4.04,309,16,,English,144 pages,Paperback,Published June 1st 1958 by Dover Publications (first published January 28th 1958),Art,John Henry Vanderpoel
881,The Culture Industry,4.04,5320,123,,English,224 pages,Paperback,Published 2001 by Routledge (first published 1944),Philosophy,Theodor W. Adorno
882,Art in Renaissance Italy: 1350-1500,4.04,254,19,,English,354 pages,Paperback,"Published May 17th 2001 by Oxford University Press, USA (first published May 8th 1997)",Art,Evelyn Welch
883,Dada and Surrealism: A Very Short Introduction,3.65,416,42,,English,183 pages,Paperback,"Published June 24th 2004 by Oxford University Press, USA (first published October 1st 2003)",Art,David Hopkins
884,The Elements of Style,4.18,80695,4411,,English,105 pages,Hardcover,Published August 24th 1999 by Allyn & Bacon (first published 1918),Language,William Strunk Jr.
885,Concepts of Modern Art,3.80,211,21,,English,426 pages,Paperback,Published June 17th 1994 by Thames Hudson (first published 1974),Art,Nikos Stangos
886,"The Complete Guide to Altered Imagery: Mixed-Media Techniques for Collage, Altered Books, Artist Journals, and More",3.99,2484,22,,English,128 pages,Paperback,Published September 1st 2005 by Quarry Books (first published August 26th 2005),Art,Karen Michel
887,The Invisible Dragon: Essays on Beauty,4.08,675,41,,English,64 pages,Paperback,Published December 2nd 1993 by Art Issues Press,Art,Dave Hickey
888,Henry Darger: Art and Selected Writings,4.48,225,11,,English,256 pages,Hardcover,Published January 13th 2001 by Rizzoli International Publications (first published December 2000),Art,Henry Darger
889,Life Doesn't Frighten Me,4.44,2139,274,,English,32 pages,Hardcover,Published February 6th 1996 by Harry N. Abrams (first published February 6th 1993),Poetry,Maya Angelou
890,New Kid,4.18,48806,4944,7.0,English,256 pages,Hardcover,Published February 5th 2019 by Quill Tree Books,Sequential Art,Jerry Craft
891,Albrecht Dürer,4.15,231,13,,English,96 pages,Paperback,Published April 1st 2006 by Taschen (first published January 1st 2006),Art,Norbert Wolf
892,Looking at Pictures,3.92,461,58,,English,176 pages,Paperback,Published May 15th 2018 by Thames & Hudson (first published 2018),Art,Susan Woodford
893,Yayoi Kusama: From Here to Infinity,3.92,366,60,,English,40 pages,Hardcover,Published October 10th 2017 by Museum of Modern Art,Childrens,Sarah Suzuki
894,Botany for the Artist: An Inspirational Guide to Drawing Plants,4.50,539,33,,English,256 pages,Hardcover,Published April 19th 2010 by DK (first published 2010),Art,Sarah Simblet
895,How to Render: communicating form and rendering a wide range of materials,4.62,218,6,,English,292 pages,Paperback,Published November 15th 2014 by Design Studio Press (first published December 15th 2012),Art,Scott Robertson
896,Drawing and Painting Fantasy Landscapes and Cityscapes,4.17,336,11,,English,128 pages,Paperback,Published July 1st 2006 by B.E.S. Publishing (first published June 19th 2006),Art,Rob Alexander
897,Read This If You Want to Take Great Photographs,4.21,3728,370,,English,128 pages,Paperback,Published March 25th 2014 by Laurence King Publishing (first published 2014),Art,Henry Carroll
898,Creative Confidence: Unleashing the Creative Potential Within Us All,4.00,12472,799,,English,288 pages,Hardcover,Published October 15th 2013 by Crown Business (first published January 1st 2013),Design,Tom Kelley
899,Forty-One False Starts: Essays on Artists and Writers,3.94,635,82,2.0,English,320 pages,Hardcover,"Published May 7th 2013 by Farrar, Straus and Giroux (first published April 24th 2013)",Writing,Janet Malcolm
900,The One and Only Ivan,4.27,170491,17179,10.0,English,307 pages,Hardcover,Published January 17th 2012 by HarperCollins,Childrens,Katherine Applegate
901,Methods and Theories of Art History,3.97,368,29,,English,192 pages,Paperback,Published September 9th 2009 by Laurence King Publishing (first published February 7th 2005),Art,Anne D'Alleva
902,"Art Lab for Kids: 52 Creative Adventures in Drawing, Painting, Printmaking, Paper, and Mixed Media-For Budding Artists of All Ages",4.10,706,42,,English,144 pages,Paperback,Published February 1st 2012 by Quarry Books (first published January 1st 2012),Art,Susan Schwake
903,The Complete Watercolorist's Essential Notebook: A Treasury of Watercolor Secrets Discovered Through Decades of Painting and Experimentation,4.42,337,23,,English,288 pages,Hardcover,Published October 19th 2010 by North Light Books,Art,Gordon MacKenzie
904,"The Art of Gothic: Architecture, Sculpture, Painting",4.33,207,14,,English,520 pages,Hardcover,Published March 28th 1999 by Konemann,Art,Rolf Toman
905,Bridget's Beret,4.11,883,168,,English,40 pages,Hardcover,Published April 27th 2010 by Henry Holt & Company,Childrens,Tom Lichtenheld
906,The Skillful Huntsman: Visual Development of a Grimm Tale at Art Center College of Design,4.51,354,14,,English,160 pages,Paperback,Published May 1st 2005 by Design Studio Press,Art,Khang Le
907,Saddest Place on Earth,4.26,598,19,,English,100 pages,Paperback,Published February 25th 2015 by Last Gasp (first published June 11th 2005),Art,Camille Rose Garcia
908,One Hundred Demons,4.18,8865,663,2.0,English,224 pages,Paperback,Published August 30th 2005 by Sasquatch Books (first published August 13th 2002),Sequential Art,Lynda Barry
909,How to Make a Journal of Your Life,4.12,5457,79,,,128 pages,Paperback,Published September 1st 1999 by Ten Speed Press (first published August 1999),Art,Dan Price
910,The Goblins of Labyrinth,4.47,1160,54,,English,160 pages,Hardcover,Published September 1st 2006 by Harry N. Abrams (first published 1986),Fantasy,Brian Froud
911,Cartoon Animation,4.32,1121,29,,English,224 pages,Paperback,Published 1994 by Walter Foster Publishing (first published 1980),Art,Preston Blair
912,Discovering Great Artists: Hands-On Art for Children in the Styles of the Great Masters,4.23,458,32,2.0,English,144 pages,Paperback,Published May 1st 1997 by Chicago Review Press (first published January 1st 1997),Art,MaryAnn F. Kohl
913,Expressionism: A Revolution in German Art,4.18,135,7,,English,256 pages,Hardcover,Published January 1st 2007 by Taschen (first published February 1st 1994),Art,Dietmar Elger
914,Performance Art: From Futurism to the Present,3.95,422,21,,English,232 pages,Paperback,Published June 17th 2001 by Thames Hudson (first published January 1st 1979),Art,Roselee Goldberg
915,Obey: Supply and Demand,4.08,2829,25,,English,349 pages,Hardcover,Published July 1st 2006 by Gingko Pr Inc,Art,Shepard Fairey
916,National Geographic The Photographs,4.35,2607,80,,English,400 pages,Hardcover,Published October 1st 1994 by National Geographic,Art,Leah Bendavid-Val
917,Janson's History of Art: The Western Tradition,4.25,533,23,,English,1111 pages,Hardcover,Published February 1st 2006 by Prentice Hall (first published 2001),Art,H.W. Janson
918,Friedrich,4.14,167,11,,English,96 pages,Paperback,Published March 1st 2003 by Taschen (first published January 1st 2003),Art,Norbert Wolf
919,Kusama: The Graphic Novel,4.00,1490,304,,English,128 pages,Hardcover,Published September 15th 2020 by Laurence King Publishing (first published March 18th 2020),Sequential Art,Elisa Macellari
920,"The Book of Kells: An Illustrated Introduction to the Manuscript in Trinity College, Dublin",4.13,582,42,,English,96 pages,Paperback,Published February 17th 1995 by Thames Hudson (first published November 1994),Art,Bernard Meehan
921,A Month in Siena,4.06,1767,261,,English,128 pages,Hardcover,Published October 17th 2019 by Viking,Nonfiction,Hisham Matar
922,The Great Believers,4.26,107692,10518,6.0,English,421 pages,Paperback,Published June 4th 2019 by Penguin Books (first published June 19th 2018),Fiction,Rebecca Makkai
923,The Dance of Death,4.26,287,38,,English,160 pages,Paperback,Published June 1st 1971 by Dover Publications (first published 1538),Art,Hans Holbein
924,A Brief History of Curating,3.89,334,13,,English,243 pages,Paperback,Published October 1st 2008 by JRP Ringier,Art,Hans Ulrich Obrist
925,"Paul Klee, 1879-1940",3.94,193,12,,English,96 pages,Paperback,Published September 1st 1994 by Taschen (first published 1991),Art,Paul Klee
926,You Must Change Your Life: The Story of Rainer Maria Rilke and Auguste Rodin,4.14,673,119,,,320 pages,Paperback,Published October 10th 2017 by W. W. Norton Company (first published 2016),Art,Rachel Corbett
927,The Painter,3.81,14593,1827,1.0,English,364 pages,Hardcover,Published May 6th 2014 by Knopf,Fiction,Peter Heller
928,The House Girl,3.77,60368,5640,1.0,English,370 pages,Hardcover,Published February 12th 2013 by William Morrow,Historical,Tara Conklin
929,Press Here,4.42,23521,1894,2.0,English,56 pages,Hardcover,Published March 30th 2011 by Chronicle Books (first published January 28th 2010),Childrens,Hervé Tullet
930,Diego Rivera: His World and Ours,3.87,689,224,2.0,English,40 pages,Hardcover,Published May 1st 2011 by Harry N. Abrams,Biography,Duncan Tonatiuh
931,Asterios Polyp,4.21,26322,1760,6.0,English,324 pages,Hardcover,Published July 7th 2009 by Pantheon,Sequential Art,David Mazzucchelli
932,Degas and the Little Dancer: A story about Edgar Degas,4.17,393,52,,English,32 pages,Paperback,Published September 1st 2003 by Frances Lincoln Ltd (first published 1996),Art,Laurence Anholt
933,One Place After Another: Site-Specific Art and Locational Identity,4.11,366,15,,,218 pages,Paperback,Published February 27th 2004 by MIT Press (first published June 21st 2002),Art,Miwon Kwon
934,The Fantastic Art of Beksinski,4.60,306,16,,English,80 pages,Hardcover,Published December 8th 1998 by Morpheus International,Art,Zdzisław Beksiński
935,The Art of the Renaissance,3.50,135,10,,English,288 pages,Paperback,Published February 17th 1985 by Thames Hudson (first published 1963),Art,Peter Murray
936,The Art of The Incredibles,4.26,1671,21,,English,160 pages,Hardcover,Published September 30th 2004 by Chronicle Books,Art,Mark Cotta Vaz
937,When Pigasso Met Mootisse,3.99,719,129,,English,34 pages,Hardcover,Published July 1st 1998 by Chronicle Books,Childrens,Nina Laden
938,Conceptual Art,4.15,249,14,,English,448 pages,Paperback,Published November 6th 1998 by Phaidon Press,Art,Tony Godfrey
939,The Doubtful Guest,4.42,4232,203,,English,32 pages,Hardcover,Published June 15th 1998 by Houghton Mifflin Harcourt (first published 1957),Humor,Edward Gorey
940,Goblins! A Survival Guide and Fiasco in Four Parts,4.20,2446,34,,English,88 pages,Hardcover,Published October 13th 2004 by Harry N. Abrams (first published 2004),Fantasy,Brian Froud
941,The Sketchnote Handbook: The Illustrated Guide to Visual Note Taking,4.07,3367,312,,,224 pages,Paperback,Published December 3rd 2012 by Peachpit Press,Nonfiction,Mike Rohde
942,A Big Important Art Book (Now with Women): Profiles of Unstoppable Female Artists--and Projects to Help You Become One,4.43,276,24,,,320 pages,Hardcover,Published October 2nd 2018 by Running Press Adult,Art,Danielle Krysa
943,Artemisia Gentileschi,4.38,279,11,,English,664 pages,Paperback,Published January 21st 1991 by Princeton University Press (first published January 1st 1989),Art,Mary D. Garrard
944,Herding Cats,4.14,20359,2831,1.0,English,112 pages,Paperback,Published March 27th 2018 by Andrews McMeel Publishing,Sequential Art,Sarah Andersen
945,Maya Lin: Artist-Architect of Light and Lines,4.34,856,154,,,32 pages,Hardcover,Published May 2nd 2017 by Christy Ottaviano Books,Childrens,Jeanne Walker Harvey
946,In Mary's Garden,3.85,393,89,,,32 pages,Hardcover,Published March 17th 2015 by Clarion Books,Childrens,Tina Kugler
947,The Marvels,3.99,19461,3072,2.0,English,664 pages,Hardcover,Published September 15th 2015 by Scholastic Press,Childrens,Brian Selznick
948,The Art of Big Hero 6,4.45,1020,54,,,159 pages,Hardcover,Published October 28th 2014 by Chronicle Books (first published October 21st 2014),Art,Jessica Julius
949,Symbolism,4.13,205,9,,English,256 pages,Hardcover,Published December 1st 1999 by Taschen (first published January 1st 1999),Art,Michael Gibson
950,Edward Hopper Paints His World,4.04,404,82,,,40 pages,Hardcover,Published August 19th 2014 by Henry Holt and Co. (BYR),Childrens,Robert Burleigh
951,Brush of the Gods,3.95,585,134,,English,40 pages,Hardcover,Published June 25th 2013 by Schwartz & Wade (first published January 1st 2013),Childrens,Lenore Look
952,Building Stories,4.32,6948,758,6.0,English,260 pages,Hardcover,Published October 2nd 2012 by Pantheon,Sequential Art,Chris Ware
953,Tell the Wolves I'm Home,4.03,136477,15326,2.0,English,360 pages,Hardcover,Published June 19th 2012 by Random House,Fiction,Carol Rifka Brunt
954,Renaissance Art: A Very Short Introduction,3.69,234,28,,English,158 pages,Paperback,"Published July 28th 2005 by Oxford University Press, USA (first published April 21st 2005)",Art,Geraldine A. Johnson
955,Desperate Romantics: The Private Lives Of The Pre Raphaelites,4.01,469,62,,English,352 pages,Hardcover,Published January 8th 2009 by John Murray,Nonfiction,Franny Moyle
956,Lives of the Artists: Portraits of Ten Artists Whose Work and Lifestyles Embody the Future of Contemporary Art,4.08,555,40,,English,272 pages,Hardcover,Published October 28th 2008 by Henry Holt and Co.,Art,Calvin Tomkins
957,J.C. Leyendecker,4.63,247,25,,English,288 pages,Hardcover,Published November 1st 2008 by Harry N. Abrams,Art,Laurence S. Cutler
958,Toulouse-Lautrec,4.22,341,10,,,95 pages,Paperback,Published January 28th 2005 by Taschen America Llc (first published January 1st 1990),Art,Matthias Arnold
959,Greek Art,3.90,227,14,,English,304 pages,Paperback,Published November 17th 1996 by Thames Hudson (first published 1964),Art,John Boardman
960,Classical Painting Atelier: A Contemporary Guide to Traditional Studio Practice,4.42,407,20,,English,256 pages,Hardcover,Published April 1st 2008 by Watson-Guptill (first published April 1st 2007),Art,Juliette Aristides
961,John Singer Sargent,4.45,250,18,,English,256 pages,Hardcover,Published September 1st 2001 by Abbeville Press (first published January 1st 1986),Art,Carter Ratcliff
962,The Hundred Headless Woman,4.36,251,29,,,328 pages,Paperback,Published September 1st 1981 by George Braziller (first published 1929),Art,Max Ernst
963,Leonardo da Vinci: Flights of the Mind,4.01,1400,98,,English,502 pages,Paperback,Published November 29th 2005 by Penguin Books (first published 2004),Biography,Charles Nicholl
964,"Vision and Difference: Femininity, Feminism and Histories of Art",4.10,330,17,,English,239 pages,Paperback,Published July 11th 1988 by Routledge (first published February 1st 1988),Art,Griselda Pollock
965,Ed Emberley's Drawing Book: Make a World,4.47,670,36,,English,32 pages,Paperback,"Published April 5th 2006 by L,B Kids (first published April 1st 1972)",Art,Ed Emberley
966,The Morning Star: In Which the Extraordinary Correspondence of Griffin & Sabine is Illuminated,4.11,2073,127,,English,60 pages,Hardcover,Published July 1st 2003 by Chronicle Books (first published January 1st 2003),Fiction,Nick Bantock
967,Essential Dali (256 Art Books),4.22,314,13,,English,,Hardcover,Published August 1st 1999 by Parragon,Art,Kirsten Bradbury
968,Beautiful Losers: Contemporary Art and Street Culture,4.10,1327,17,,English,256 pages,Paperback,Published October 15th 2005 by Distributed Art Publishers (DAP) (first published 2004),Art,Aaron Rose
969,Acrylic Revolution: New Tricks and Techniques for Working with the World's Most Versatile Medium,4.14,728,32,,English,128 pages,Hardcover,Published March 30th 2007 by North Light Books (first published March 16th 2007),Art,Nancy Reyner
970,Japanese Art,3.53,226,18,,English,224 pages,Paperback,Published April 17th 2000 by Thames Hudson (first published 1984),Art,Joan Stanley-Baker
971,The Last Leonardo: The Secret Lives of the World's Most Expensive Painting,3.83,801,126,,English,384 pages,Hardcover,Published June 25th 2019 by Ballantine Books,Nonfiction,Ben Lewis
972,"Art History, Volume I (w/CD-ROM)",3.93,550,18,,English,672 pages,Paperback,Published July 16th 2004 by Prentice Hall (first published July 27th 1995),Art,Marilyn Stokstad
973,"Hot, Cold, Heavy, Light, 100 Art Writings 1988-2018",4.41,240,36,1.0,English,404 pages,Hardcover,Published June 4th 2019 by Harry N. Abrams,Art,Peter Schjeldahl
974,Your Art Will Save Your Life,3.78,755,112,,English,136 pages,Paperback,Published April 10th 2018 by The Feminist Press at CUNY,Art,Beth Pickens
975,The Italian Teacher,3.66,7091,915,1.0,English,340 pages,Hardcover,Published February 20th 2018 by Riverrun,Fiction,Tom Rachman
976,Auguste Rodin,4.16,455,42,,English,88 pages,Hardcover,Published March 1st 2004 by Archipelago Books (first published 1903),Art,Rainer Maria Rilke
977,"Story: Substance, Structure, Style, and the Principles of Screenwriting",4.27,14706,1358,,English,466 pages,Hardcover,Published November 25th 1997 by It Books (first published 1997),Language,Robert McKee
978,معنی هنر,3.69,279,10,,Persian,,,,Art,Herbert Read
979,Peacock & Vine: On William Morris and Mariano Fortuny,3.61,535,107,,English,208 pages,Hardcover,Published August 2nd 2016 by Alfred A. Knopf (first published July 7th 2016),Art,A.S. Byatt
980,Awkward,4.17,45036,2394,3.0,English,224 pages,Paperback,Published July 21st 2015 by JY,Sequential Art,Svetlana Chmakova
981,"Matisse the Master: The Conquest of Colour, 1909-1954",4.24,309,30,3.0,English,512 pages,Hardcover,Published September 6th 2005 by Knopf Publishing Group (first published 2005),Art,Hilary Spurling
982,How to Draw Cool Stuff: A Drawing Guide for Teachers and Students,4.12,1139,73,,,255 pages,Kindle Edition,Published July 27th 2017 by Library Tales Publishing (first published April 16th 2014),Art,Catherine V. Holmes
983,Marcel Duchamp: The Afternoon Interviews,4.26,502,35,,English,102 pages,Paperback,Published February 28th 2013 by Badlands Unlimited,Art,Calvin Tomkins
984,The Art of Rise of the Guardians,4.56,1717,48,,English,158 pages,Hardcover,Published October 23rd 2012 by Insight Editions (first published October 22nd 2012),Art,Ramin Zahed
985,Artful,4.06,3084,401,2.0,English,256 pages,Hardcover,Published January 24th 2013 by Penguin Press (first published November 1st 2012),Nonfiction,Ali Smith
986,Chuck Close: Face Book,3.96,805,150,2.0,English,64 pages,Hardcover,Published April 1st 2012 by Harry N. Abrams,Biography,Chuck Close
987,The Art Museum,4.32,208,16,,English,992 pages,Hardcover,Published October 17th 2011 by Phaidon Press,Art,Phaidon Press
988,"Brave Intuitive Painting-Let Go, Be Bold, Unfold!: Techniques for Uncovering Your Own Unique Painting Style",4.21,678,59,,English,128 pages,Paperback,Published May 1st 2012 by Quarry Books (first published January 1st 2012),Art,Flora S. Bowley
989,"Rome: A Cultural, Visual, and Personal History",3.83,1358,156,,English,512 pages,Hardcover,Published November 1st 2011 by Knopf,History,Robert Hughes
990,,,,,,,,,,,
991,"Me, Frida",3.88,569,129,1.0,English,32 pages,Hardcover,Published October 1st 2010 by Harry N. Abrams,Childrens,Amy Novesky
992,Drawn to Life: 20 Golden Years of Disney Master Classes: Volume 2: The Walt Stanchfield Lectures,4.47,963,14,,English,354 pages,Paperback,Published March 1st 2009 by Routledge,Art,Walt Stanchfield
993,"I, Juan de Pareja",3.75,8205,493,2.0,English,192 pages,Paperback,"Published August 1st 1987 by Farrar, Straus and Giroux (BYR) (first published June 1st 1965)",Historical,Elizabeth Borton de Treviño
994,Surrealism,4.00,252,15,,English,95 pages,Paperback,Published July 1st 2004 by Taschen (first published January 1st 2004),Art,Cathrin Klingsöhr-Leroy
995,Art in Renaissance Italy,4.28,436,8,,,576 pages,Paperback,Published December 1st 2005 by Laurence King (first published December 2nd 1996),Art,John T. Paoletti
996,Taking Flight: Inspiration and Techniques to Give Your Creative Spirit Wings,4.06,3806,60,,English,127 pages,Paperback,Published September 2nd 2008 by North Light Books (first published January 1st 2008),Art,Kelly Rae Roberts
997,A History of Illuminated Manuscripts,4.24,497,27,,English,272 pages,Paperback,Published September 26th 1997 by Phaidon Press (first published 1986),Art,Christopher de Hamel
998,The Book of a Hundred Hands,4.18,258,12,,English,192 pages,Paperback,Published June 1st 1971 by Dover Publications (first published 1920),Art,George B. Bridgman
999,Steve Jobs,4.16,1167207,20563,3.0,English,630 pages,Hardcover,Published October 24th 2011 by Simon & Schuster (first published October 1st 2011),Biography,Walter Isaacson
1000,The Diary of a Young Girl,4.18,3422873,36692,1.0,English,283 pages,Mass Market Paperback,Published July 1993 by Bantam (first published June 25th 1947),Classics,Anne Frank
1001,Becoming,4.48,914532,63173,4.0,English,426 pages,Hardcover,Published November 13th 2018 by Crown,Nonfiction,Michelle Obama
1002,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",4.20,350290,11630,2.0,English,392 pages,Hardcover,Published May 19th 2015 by Ecco (first published March 3rd 2015),Biography,Ashlee Vance
1003,"Unbroken: A World War II Story of Survival, Resilience and Redemption",4.37,886423,48795,7.0,English,475 pages,Hardcover,Published November 16th 2010 by Random House,Nonfiction,Laura Hillenbrand
1004,Educated,4.47,1281212,94564,10.0,English,352 pages,Hardcover,Published February 20th 2018 by Random House,Nonfiction,Tara Westover
1005,John Adams,4.06,349818,6914,6.0,English,751 pages,Paperback,Published May 22nd 2001 by Simon & Schuster Paperbacks (first published May 1st 2001),History,David McCullough
1006,Alexander Hamilton,4.21,167458,9648,2.0,English,818 pages,Paperback,Published March 29th 2005 by Penguin Books (first published April 26th 2004),History,Ron Chernow
